cache-misses_1s,branch-misses_1s,branch-load-misses_1s,L1-dcache-stores_1s,dTLB-stores_1s,cache-misses_2s,branch-misses_2s,branch-load-misses_2s,L1-dcache-stores_2s,dTLB-stores_2s,cache-misses_3s,branch-misses_3s,branch-load-misses_3s,L1-dcache-stores_3s,dTLB-stores_3s,cache-misses_4s,branch-misses_4s,branch-load-misses_4s,L1-dcache-stores_4s,dTLB-stores_4s,cache-misses_5s,branch-misses_5s,branch-load-misses_5s,L1-dcache-stores_5s,dTLB-stores_5s,label
30083255,12374874,12990312,719491370,781674323,63193734,22714523,22470187,580928257,579612433,14061193,3813394,3739890,58076252,52363824,7877139,1804006,1805004,22454437,20751883,7803208,1678582,1634622,18822528,19109781,7
31023408,12119885,11906560,715173303,706428347,36619256,12278963,12638292,364875476,339958778,69869961,22290998,22030644,534114137,529804482,7846973,1626545,1657029,20324895,18849542,7795905,1672634,1680236,19991811,19183131,7
32366007,11658255,11045381,723426676,696280189,40239017,13864942,14426921,443409097,399646226,59524660,19656130,19812337,486807512,387428604,8643300,1877438,1871882,22530620,25271111,7705228,1646845,1645519,18330858,18991728,7
30903894,11278716,10735069,761159872,703602696,49492942,17557964,17536241,484191763,445753493,63571173,19312031,19408526,455392886,461397317,10197202,2187233,2212554,33190097,32830112,8338244,1904089,1880448,22282091,25890802,7
28898403,11732612,11232133,737879675,718979602,65105265,22194897,22622474,631145602,562052069,61715951,17582876,17125933,430253303,405587094,9157715,1904914,1913107,23614636,23871889,9051963,1912263,1928639,23604766,26787669,7
28373853,11762673,11983232,678277520,720945803,26405052,8860594,9179353,248110811,272844777,97246772,28388740,28103073,649512483,714327287,16938862,4332858,4577590,79842554,86279833,10700851,2372774,2421242,32327132,33964110,7
32052093,11687678,11508175,689141984,711431811,47505271,14701223,14922386,445261769,475978938,83104784,26710587,27831550,686935222,567275419,14168272,3115562,3154026,46689490,52804658,7420731,1632512,1640823,18676263,19991865,7
35334560,12450342,12192725,794842029,696489923,85346449,26129863,26350923,731258976,776205693,74403126,21162169,20886616,428015013,546826382,10188286,2140493,2148174,24268835,24569042,8724401,2164364,2163150,27106861,28052271,7
33061055,11484256,11068961,790993088,709834391,19884058,6332125,6254990,194035020,122322600,110001512,35113091,35010722,917407639,903098746,52579465,13291152,12963893,247273418,316258227,25061280,7221801,7081331,187668415,158722494,7
32602489,11848322,12120777,712559660,746466476,8089264,2180910,2242787,31735693,32682885,5814431,1432047,1432195,15174826,15087562,5898627,1405393,1407224,14646216,14382521,6012809,1425362,1421873,14867986,15120233,7
36490207,12215066,12422981,770928450,692794642,88968090,28169674,28030371,782924091,780637148,74102615,20997369,21015898,464681118,431916409,37324674,8119276,7860533,124286592,142503555,36431371,6837976,6902421,116728517,120400175,7
29320612,11051327,10204867,754857330,673593559,42752479,14078097,14725169,417247555,461456722,86197810,28980089,29155869,708527766,656383593,71036866,20754234,21084657,482163498,465714871,18689049,4836411,4768610,75219066,85630962,7
30018071,10322869,10597895,704812802,670200499,41329474,13101761,13077990,401388275,427365420,105584524,31119372,30651796,726969920,745300171,43229704,11878817,11769015,232201637,255570012,25541799,7461310,7354903,135931892,155305132,7
28029445,10528520,10374482,707566949,723630571,26405584,8749437,9084042,319195575,205125561,125980533,36844299,37092578,916877425,964769826,60974352,17946099,17825153,399089482,404161179,26561113,6375353,6328721,159158999,140387831,7
34170340,12461151,11740274,771211393,728790053,81360889,25417380,25601856,687480830,694372724,51659384,16504961,16719994,367056175,393129551,10052637,2073022,2097514,24262506,24747834,8771958,1938052,2004396,26851242,23810590,7
28480557,10456551,9844444,738321111,702637271,47575133,15391501,15607642,474738492,447900577,52171958,14241861,14393173,340012238,349045387,7823508,1625520,1645255,19634880,19884140,7714059,1689908,1693169,20038996,19995284,7
33567188,12227582,11644237,781208329,690470882,45379199,15239276,15009122,430095959,490732476,66350318,20836983,20853429,466293475,440515960,8468525,1857384,1843017,22316358,24093410,7814833,1609177,1627564,20271585,21130041,7
29880492,11947466,11827863,733428912,733867064,82871953,25854920,25686012,738020872,664816564,46490930,13658573,13368285,262563005,307965394,8769544,1827885,1830951,21431644,21846785,8181235,1975471,1966011,21686822,26653119,7
29166681,12782736,13039972,735372732,725688479,6087561,1468022,1462322,15704988,15971306,5110110,1363803,1374099,15081602,15021691,5841997,1416106,1421916,15545378,15359062,5382753,1409471,1392134,14960993,15582111,7
30825876,11941801,11690130,729256856,735250031,5629127,1412675,1423801,15499909,15639913,14555255,3900154,3918859,89359417,83934721,88404318,29015196,29599971,808947671,774467940,9688192,2049960,2046976,24845823,26491850,7
30075504,11244240,10832752,729792369,725177148,6181156,1457740,1449535,15630665,15627335,6043700,1422135,1423144,15098096,15215721,5963660,1409275,1405843,15631792,15395812,5424448,1411092,1405704,14645794,14945686,7
28393085,12166656,12207904,707958438,682588385,17372557,5430598,5506010,105237199,138947533,92900952,30704228,31124590,748300508,813881910,8857978,1890022,1894771,22265084,22560741,7680885,1687502,1668988,19735000,19557288,7
28037927,11004040,11399620,723633278,726418163,5441784,1437173,1442382,15913312,16393848,6065078,1435702,1445093,14974145,14772589,5983958,1448750,1440807,15204854,15459509,6172838,1435199,1440724,15290526,14751952,7
24088809,11041612,10631399,683287578,734662580,5810867,1408962,1430830,15835375,15139995,5764459,1439093,1439639,15393383,14864880,5992635,1409922,1411599,14662162,15389101,5713969,1444100,1440698,15400693,15217270,7
28083257,11143638,10884373,651331143,717913811,6242051,1392723,1405168,15504328,15938341,6109426,1425728,1434585,15270786,15014216,6458023,1384319,1384926,14635817,15216633,5976451,1401004,1409102,14983353,14797318,7
31927721,11618384,10953351,717225725,669280574,6044227,1421701,1433357,15820203,16010501,5889789,1360268,1355399,14672660,14845087,5887005,1440096,1443016,14963127,15827835,6398192,1428754,1421681,14896813,15232621,7
30935780,10451738,10184589,762599826,622178863,5877218,1485785,1497758,16221356,16204451,6179905,1403387,1418328,14873857,14948105,9424313,2506785,2531188,50471908,39743461,6237009,1444645,1441476,15101657,15367538,7
29336964,11459683,11054045,721599035,683755697,5933313,1421407,1419230,16235040,15869543,5740195,1413289,1412618,14967061,15034772,5777265,1415209,1418706,15143021,15284196,5787443,1415454,1418251,14748759,14439505,7
30077225,11708695,11527469,720500215,683120593,5948294,1468486,1467849,15840048,14808467,6391432,1452190,1452622,15276579,15228131,5564998,1427305,1429615,14615637,15250200,5829155,1449221,1447296,15010892,15169413,7
31393965,12069337,11862958,720030185,713287563,5943062,1432852,1436356,15588167,16454327,5798369,1410571,1414043,14561508,15306334,5508873,1412971,1410051,15433888,14784393,5737271,1441212,1434734,14679201,15145257,7
30653448,11852825,11538764,729454716,694458228,5978936,1431656,1421451,16298083,15874807,5779341,1397978,1431777,15045164,14603085,6035556,1440537,1434662,15201060,15153382,5648689,1399351,1415559,15253822,14272024,7
31602303,11957994,12229189,663440271,721387083,6211369,1459842,1464726,15122201,16720166,6004594,1433431,1448839,15668576,15359149,6460075,1453346,1447933,15098776,15543280,5868418,1412116,1416375,14755187,14700147,7
33207004,10870999,10320053,691685233,685980265,5818512,1480229,1468115,16541415,15572285,5809457,1408907,1408651,14842370,15265388,6013804,1404532,1405991,15230694,15411629,5890714,1425073,1426199,15123961,14502600,7
26228185,10703964,10429259,686466266,728529283,6155412,1463900,1466475,15107356,16496171,5697037,1402975,1399114,14650566,15258034,7546132,1647720,1649313,20782523,20186253,5835027,1414608,1416299,14821204,14685269,7
26998863,11569701,11702175,645195802,740278535,5322312,1387348,1388698,15267267,16804241,6016610,1430554,1424142,14760020,15180249,6178521,1444157,1441303,14735249,15945806,6081052,1430204,1421762,15117602,14870507,7
29076633,11949244,11798362,696862318,705893945,5931189,1405865,1421180,15553917,15106854,6145785,1424197,1425531,14853834,15103848,5750895,1394392,1403144,14621673,15042857,6323657,1413843,1409396,14429578,15544714,7
30931416,11203096,11268368,740152861,712117113,59215605,19956350,20017612,517588638,534839651,37201977,11935522,11866410,265579238,269588253,7973679,1741600,1759942,21242558,21751524,8734812,1909523,1890011,22028416,26183328,7
30289659,11903242,12219058,704121632,737762641,5611579,1383752,1366669,15449004,15829438,5990098,1393412,1398396,15117137,14412010,7168709,1713315,1714397,21796783,22801578,5667605,1392984,1389666,15012100,14854502,7
30632389,10892352,11109593,737034376,634938946,5528661,1365962,1371689,14922902,16230095,6013168,1426068,1427080,14838238,15449952,5836666,1417472,1421569,14647471,14447401,6062824,1422068,1400910,15031731,14733765,7
31882435,11642964,11458743,667036012,715904925,6212459,1476767,1458070,15345314,16352733,6179146,1400192,1398534,14698715,14307968,11398976,2819726,2800384,58963594,49643983,79829569,26994886,27075393,685040386,746545226,7
31200482,11824197,11817352,732081717,697227435,5777022,1470721,1469450,16148808,16219334,5974021,1419499,1416374,15099538,15001722,6135279,1419200,1424168,14893972,15011896,5788275,1448530,1453273,15682222,15123918,7
32189202,10838325,10490282,713126475,686795373,5922104,1436359,1452213,15247285,16454679,6039375,1412277,1421566,15116337,14899516,5748054,1426071,1421850,15101250,14556192,5735982,1405264,1413980,14481450,14974219,7
29088762,11565380,11264070,686849674,717348285,5629323,1481771,1496354,15758513,15578112,6016846,1422201,1426051,15065454,14942518,5972483,1647876,1656730,20344660,23071448,6041257,1415789,1432546,15231704,14877215,7
31328127,10317954,10108656,716493198,676412161,6067981,1470587,1480112,16212198,15307743,5841418,1429293,1441488,15862847,14204533,5674245,1440793,1440382,15437945,15018073,6001988,1458998,1463598,15479067,14794819,7
29206756,11030676,10495737,706380421,694278342,5937022,1471281,1435599,16699658,15518860,5944005,1398137,1408117,14893861,14690052,5793718,1427322,1430767,15359386,14978084,5855424,1403356,1395022,15401238,15086696,7
29463242,11450022,11225846,726143019,686246933,7353105,1924336,1916607,22085676,30999101,5939139,1391712,1394207,14632068,14865944,6119034,1394562,1400102,14530955,15136819,49613771,17251378,17626429,480715624,436997373,7
31153814,11909175,11308916,656685511,733767698,5722661,1413883,1416898,15581228,15745825,6228383,1398329,1387067,14757608,15263102,5815432,1442604,1450121,17774679,16845757,64172834,21197571,20999300,559441803,529297361,7
29439886,11576890,11464259,687153166,705679508,6200990,1452113,1408576,15620800,15727114,6104654,1412044,1405946,14902977,14541206,6273994,1420078,1429918,14856693,14906918,6067160,1423387,1423309,14838675,14895007,7
32424058,10934494,10392345,657370058,695224917,6142270,1483613,1489932,15786807,16565861,6234458,1364243,1359865,14820677,15244048,10751546,2425141,2412657,42752525,54379318,6083832,1450886,1450474,14882749,15184332,7
32847231,11965115,12014925,679956503,773831374,8026775,2063406,2081119,32282270,29006075,5961266,1427277,1429002,14993284,14443569,45567210,14682955,14900490,446958755,383118592,61360151,19155138,19231468,433959486,489045089,7
24362316,11537949,11405358,728948317,731449975,59066488,20598236,20460190,551259521,489634902,13801356,3917045,3968185,76686170,59897631,8110698,1796377,1817473,24723951,23708805,7347508,1637708,1630671,20154460,20505861,7
35803865,12584718,12113899,762999284,729382886,54152219,17928873,17329938,441922870,517279603,58350547,19224648,19636897,448480792,445448834,9715085,2076693,2058072,24494413,25169240,8405907,1809345,1806016,22605067,22333096,7
37140326,13682029,13729494,745808074,748350193,72152980,23902766,24589583,650973393,696176088,24459476,7079905,7034058,145613819,148352516,8307611,1784388,1791798,20804879,22826948,8480023,1888560,1921800,26154621,23442520,7
37526148,12889590,12373909,742797956,759963090,88687512,28404798,28143171,754792929,771420470,53079972,15848864,15958056,334173950,362424145,22807289,6119386,6034678,133562115,124003185,16689325,6220387,5822200,127337189,146224600,7
27435622,12416412,12408984,737136191,704810621,47349986,15095926,15168554,448066596,388091563,96157035,28686051,29057608,702558948,652415402,56240082,16432486,16750339,332320599,315546973,22483792,6508087,6694726,128830482,143456431,7
34607198,11789639,11511659,788809476,694368417,35547728,10957394,10823258,326410674,352159308,94711595,31659081,32110962,801929929,780817995,27290403,8620942,8612580,180474964,166657520,35170166,10775559,10239609,243050636,246293709,7
37776495,13310154,13004557,733222741,749941267,69483165,21764677,21494429,600958398,661119579,33441940,8875010,8833664,199893729,201698071,11156867,2542820,2581262,33687918,41892564,8678602,1879540,1863123,21257594,27947552,7
32754701,12349301,12105617,724176019,742999482,30078932,10305130,10337478,296522934,291577022,108424720,31796053,30978330,706362477,771512084,48009507,12474091,12496097,242384407,271746007,26636067,6075444,6094815,138097722,154008258,7
31408669,11434564,11939054,731675655,673109361,37353442,12535713,12451864,331360516,387916494,104521818,30598142,30512545,703239881,764120058,40573178,10547574,10798867,213735697,202020845,17235017,4144341,4244012,67168354,64556990,7
31058924,12054657,12151470,670452439,749659831,36118058,11729131,11989325,360422276,317452707,98195990,29899063,30347909,714404242,685939393,11856809,2707152,2711473,37195005,40471504,12868169,3251495,3227346,52218686,51980068,7
30421260,10816641,10937400,733921104,707057730,6350842,1458230,1429516,15471596,16045835,6282812,1440382,1431924,15201209,14948030,6113935,1410182,1403616,15065605,14832145,6340797,1443336,1426167,14447742,14856268,7
34556747,12167795,12104393,738729389,701073764,40039339,11839769,11967088,329257194,359213284,63305306,20527173,20835789,453078862,445371641,41661165,15623444,15143970,334819153,336750466,19116615,9186363,8901592,227859124,224113922,7
34214589,11864883,11978631,714981643,725505337,56558147,18357310,18295941,489364635,534179072,78897156,21579596,21045474,488738826,506386252,46011008,13468923,13557955,263483660,263371786,11994558,4862630,4578661,99689165,147004244,7
34919703,12283884,12036511,763511841,690314575,34736044,11470999,10692045,242809369,328301746,109322247,32988296,33562001,814600627,853960079,61473237,16675498,16303058,347671228,353848187,11968497,5320678,5258737,105021973,130461063,7
32113989,12132597,11687009,751210529,711043642,44650575,12997371,12761554,381968555,413556781,85615554,26630985,27465693,663275832,610323104,52679355,18234280,17265324,358336301,412166186,12432171,6172520,6057922,120933527,141997246,7
31254729,10508902,10677892,722693368,717662787,5978908,1450547,1453056,15738237,15528633,5806816,1441879,1443179,15473096,15027940,6172847,1481041,1462799,15392345,14909843,5927442,1424723,1438815,14971657,14501940,7
34367318,11926442,11678014,693197539,741407502,8406562,2010387,2000709,34270993,30626348,6100562,1426712,1415620,14029837,15962618,6018447,1430031,1438243,14670060,14993639,5897650,1432305,1432449,14842533,15042604,7
33819045,13133186,13120200,692466149,782408114,104921849,31261423,31534675,845809694,831995020,59504782,16251545,16316082,363506683,322629187,26487169,6697762,6611906,110696849,115657611,25603865,5824263,6016051,136346275,161795967,7
31956702,12550144,12252010,717651933,732922752,22972246,7414320,7296185,228814762,231659453,123146475,37985117,37463842,944319538,898223709,68378239,17495783,17692535,415619419,435394349,17242019,6854049,7155420,188941267,165424888,7
33286702,12510810,12041960,762036683,696600513,20110065,6436525,6389361,191525744,161531817,102282850,30676451,31514546,862294435,791148763,58594022,15503690,15630749,319283897,315739293,18360944,5174254,5023230,99119695,93940375,7
35083377,11485236,11828668,703076646,744518486,45337278,14355824,14381671,402178450,403442277,90442120,26729429,26295923,623700200,611735725,46119213,12299803,12419959,262323569,260981976,21337576,5260966,5196074,138184770,119479858,7
30166396,11560309,11583829,702486549,722038767,37098717,12199985,11528025,341230933,404449588,91431790,28274041,28412735,668285821,668035970,25930498,5874318,5791644,113520168,113110963,12924439,2178998,2194850,52772957,52095419,7
30019208,12852223,12677438,714616935,732746632,37102983,11803142,11395084,349189921,329597386,83311912,25895094,25461949,583919403,587489936,10740200,2374703,2355896,29956014,31312804,7582493,1646023,1643932,18188184,19678369,7
33358984,11842756,11422308,734026249,697164029,21713890,5984062,5705133,132029852,163321135,93437307,32073120,31504335,849379732,841368434,11704250,2564429,2578164,29924420,31028968,7809636,1734635,1726185,20765139,19829887,7
34488572,12206075,11943536,752960007,684680955,46911649,15130569,14518569,365878822,404668315,67562364,21235675,21219338,494165798,436296088,7595944,1661816,1677599,21507628,20113837,7997446,1692913,1693611,19681298,19623329,7
34705577,12463356,12338561,734329542,688413031,70761958,20988401,20703322,548124744,582786987,35115343,10522113,10358847,259694604,277525481,8282664,1780832,1781232,22638385,20960548,7671479,1879506,1888239,21256573,25833379,7
34012433,12239472,12189089,717802088,736548387,5667179,1439297,1439181,16407663,15092003,6033697,1446315,1440617,15227561,14756572,6002219,1425060,1429271,15045550,15052581,5704814,1385301,1386231,14525543,15116907,7
29838933,11299617,11431856,718914308,733576521,5892366,1467480,1477511,15226951,16665231,5978425,1438216,1445467,14953259,15072656,5906618,1394606,1401500,14877439,15090555,5805503,1439093,1433746,15098496,15055496,7
29002210,10000803,9906297,699320738,694936754,5663876,1424838,1434274,16185086,16351500,5702364,1436240,1437750,15779258,15334596,5809014,1388120,1389485,14256022,14928838,5701954,1393760,1399057,14809905,14879017,7
28909781,9979884,9764735,727832415,683733980,5980101,1415620,1411728,14480902,16385115,6083504,1414405,1431169,15639332,14604904,5747110,1398807,1404998,14472492,15182359,5794703,1404250,1413434,14962983,14438713,7
27632672,11394227,11660500,699422571,727176735,5926276,1436759,1459858,16104620,15759546,5949042,1415453,1406140,15215671,14815427,5835011,1426996,1429527,15111816,14986667,6070104,1425707,1420952,14585398,14689013,7
29612756,11364175,11494796,701254222,710650245,5853546,1462452,1455219,15616984,16250869,5847780,1394651,1395456,14665403,14666206,6943507,1683416,1649630,22188043,17719978,6658671,1721315,1658812,19200264,25364736,7
27724143,10707194,10187696,692207837,700759821,5965682,1459194,1427003,15487901,15689126,8742936,2639243,2590769,45681316,38325926,5770422,1448930,1447811,14782405,15191060,5851940,1430173,1430194,15261071,14684781,7
33007668,12459917,11907922,727043711,731388208,5393076,1486526,1485517,16585685,15219968,6119485,1422457,1424998,15153405,15218916,5648496,1377564,1364868,14519763,14678160,5962919,1419953,1416194,14414545,14900427,7
28459125,11327726,11517414,698769597,737224113,7311948,2008900,2109490,36405254,29342468,6431914,1588866,1603554,22355995,18248357,6307096,1425697,1422213,14787717,15457776,5507519,1449123,1444030,14670595,14400725,7
28321092,11682212,11728853,685791682,731403029,6225892,1440900,1483948,16379591,14603803,6247913,1422120,1428663,14977004,15252104,5434761,1390485,1394412,14642681,15091245,5977093,1431136,1429150,14890898,15214982,7
29990144,11266664,11197049,726823762,677842605,5238144,1413543,1414990,16059064,15382037,6001149,1402215,1405630,15232613,15166390,5721625,1397269,1401200,14962147,15225176,5666142,1419338,1411621,14998815,14753410,7
30301296,11046818,10852552,719659641,715493465,6185118,1439991,1455707,15452938,16624831,6181221,1393427,1405786,14983647,14891751,5917726,1410374,1416717,15225961,14693289,5702288,1397974,1394398,14489152,14661156,7
31908232,9743048,10085803,668764497,699299410,5805270,1463270,1475302,15472708,16158280,6201100,1424617,1436476,14980040,15166521,5649465,1414630,1421300,14420988,14904306,5953412,1429244,1411463,14940986,14782212,7
30244968,10828438,10904663,640513459,730965424,6081731,1411740,1422537,15934505,15289273,6062975,1442760,1445024,15322257,15141987,5753045,1431990,1430148,15407756,15131614,5568813,1403616,1405586,14872074,14531610,7
31251066,11541777,11848383,712512434,711395537,5958636,1482133,1485962,15583719,17183866,5771979,1419772,1422546,14970175,14719919,5782059,1424102,1421745,15325341,15002151,5930476,1422519,1417915,15177289,14602551,7
30177818,10921863,10960532,684665098,657510836,5718049,1440399,1435651,15107373,15940959,6013172,1411164,1406010,14644679,15391661,5775003,1419661,1430527,14966018,15149711,5807423,1386124,1385772,14719724,14673875,7
29389436,12106923,12063156,697049451,722848159,5931167,1472313,1473026,15371356,16333477,6932840,1646962,1645336,18865400,22943277,6701921,1567887,1601055,18339319,20713723,6071608,1415685,1425345,14928587,15428207,7
33157817,12028927,11857480,713952558,668829782,8028054,2012284,2046814,36121050,30159958,5928113,1443261,1410510,14668131,15420750,5838366,1398668,1413213,15105792,15080437,5840132,1434681,1433095,15264844,15151412,7
32857223,11629300,11405713,730263865,661937757,12334199,3174838,3143537,59161309,78314543,81380440,27616740,27671589,731071522,748655104,8668663,1862642,1862874,22945879,21541713,7226436,1579288,1588091,19714768,18956230,7
32636275,11437023,10593036,697669323,674026626,6347777,1451457,1456090,15783590,16213685,6006292,1411552,1397854,14759254,14985894,6707181,1583323,1584079,23210805,21904390,6298929,1455707,1459486,14759756,15115503,7
28979561,10655988,10323271,722822165,701231464,5916307,1461998,1465416,15160106,15898224,6347552,1427466,1426375,15413076,14378588,5944917,1437309,1440627,14949393,15095346,5574587,1421062,1403349,15026404,14538810,7
32997824,11811594,11478115,726121141,707117278,5664591,1432760,1432801,15925284,14923933,5858479,1407120,1411563,15344070,14998271,5827752,1423165,1428469,14932930,15375107,5785404,1404693,1401562,14741961,14848585,7
31810450,10953137,10364444,698156099,665842648,7330115,1432655,1433993,16218363,15926690,5626489,1413537,1406445,14927747,14979046,7523663,1850674,1881610,25345792,31036469,5930192,1447292,1445639,15018896,15693979,8
30952853,11069680,10731921,761680899,672240664,6064089,1448025,1449129,15292974,16408455,5642366,1379125,1383203,14713599,14804504,6135533,1460019,1444673,14847736,15138561,5741555,1424087,1424679,15176287,15009031,8
43570053,15102416,14916669,867053603,813706078,22750887,10406155,10056466,455056808,364332446,883442,183757,184239,2377604,3858542,4273684,1858195,1652922,87454515,100908624,792192,125221,138747,2180114,2190622,8
34631235,11667715,11681978,754807441,692242150,6227332,1484134,1485706,16079370,15718237,5815648,1390469,1402360,15269332,14499504,7105693,1660324,1659968,20141330,21645496,5748704,1438548,1444099,15089617,15202177,8
31457043,10234483,10470734,730828326,643690935,5946940,1470376,1457859,16495799,15307053,6123525,1407985,1403353,15417690,14981595,17220042,5292607,5242942,171753813,227540151,14818090,5599452,5547345,247025748,261186834,8
47751188,15825183,15548526,911952174,964695477,9246912,3747395,3580127,180829613,175138862,770740,139554,134143,2105118,1816936,4656080,1554771,1641154,96824309,95441049,600860,132556,130266,1549904,1468302,8
25433426,9549089,10068177,640571396,711696877,6405898,1461337,1471627,16103114,15593674,6144497,1457147,1455991,14842520,15312681,5765467,1414876,1409768,14385218,15130851,6004817,1431445,1431181,14822529,15292456,8
28645021,10780149,10373375,698929550,685339467,5730438,1440538,1465027,16202354,15141582,5919819,1389707,1395512,14939448,14907799,5847866,1447040,1433945,15091249,15232167,10200405,2709516,2564403,39525989,49754964,8
41702237,16745728,16419384,1013617121,881124795,10843430,3235569,3258307,189498072,176189698,691033,145482,144385,1756713,2010261,4563869,1927595,1619207,91908526,105229966,768921,159799,163095,1848422,1794643,8
47524390,16962441,16764121,914150664,932302917,12175949,4128323,4089143,216479872,180391202,645623,124675,131588,1625436,1965417,5001115,2844875,2628790,103153055,77734169,467057,156681,153566,1739307,1921031,8
46521673,16662725,16300979,895640605,905101163,13379850,4318091,4427558,197561126,212765632,676840,131520,131955,1949577,1430228,6503358,1786773,1768364,89504058,90411839,640468,146337,148125,1749864,1874481,8
42416060,16166189,14841094,898545032,890020025,13863515,4771019,4683182,242301987,245781859,592696,141859,141768,1917120,1652566,5006243,2453414,2138227,91911921,95025481,288674,131649,127696,1995243,1999800,8
41049706,15587735,14939452,916743302,969997629,11253402,4480218,4376578,206539549,175742431,504956,89910,89300,1400868,1011689,5294784,1768877,1983553,95099754,92076916,622184,152188,153672,1826489,1635951,8
42244237,17150485,17291346,937904105,984073985,10102594,3661672,3567081,186101288,218643063,700915,129276,127279,1932016,1536332,5376980,3292634,3575764,94425043,76729740,531919,96856,103068,1064088,1247070,8
44907205,15852395,15670119,952080538,881025790,13717888,4838360,4658556,216598810,237822270,603763,147073,145160,1912064,1629500,6403993,2974064,2632233,71399674,109225064,540462,109054,107263,1442454,1371267,8
44760010,16929127,16388991,939920892,942895500,10668150,4127813,3975477,206755182,193892869,578879,128590,130996,1427879,1890676,5038358,1747741,1847752,95095516,93840262,492432,89923,85843,1088228,1090959,8
39741602,15773403,15015456,944742088,920182575,10696875,4161394,4095430,217765335,186259351,458262,90628,90693,877095,1630469,4922585,3171906,3245814,91889039,102924767,722677,166305,165827,1965628,1718822,8
46849538,15964396,16133958,926047833,956285306,9703773,4099775,4084602,213775214,222242856,686730,127219,128340,1564805,2048861,4720947,2725942,2450378,83743543,101311585,457014,94347,95282,1119486,1221893,8
43865635,16295205,16255073,1008254826,893119213,13343875,4358812,4243484,220203002,200072006,748464,134712,132552,1971428,2161846,6558674,2870120,3209976,101850003,73069455,460589,178820,176247,1462656,1831825,8
46822393,16405463,16380024,943932706,915219879,11632244,4645167,4549119,185073480,256096750,503910,136297,140854,1978033,1430929,4009871,2177654,2001201,98624831,88645684,607375,143849,146681,1329177,2014742,8
35166408,14602407,14952039,834762797,893243084,12352211,5036617,5278855,283484554,250342844,496159,92318,96161,1061734,1629976,5253904,2682461,2386898,93942956,86927407,822577,205019,204846,2592574,2331859,8
46624172,16191861,16235860,934988849,883922620,10904602,5061697,4829169,219053718,252075870,676119,143215,143574,1999884,1995211,4900652,2859935,2611666,86273242,98496212,387832,110770,110760,1211585,1218110,8
49821639,16501117,16419044,1017843932,939310366,13395310,4852519,4674774,167708765,181386504,483517,74683,76571,1029412,1503750,6164645,2024797,2419135,85585434,91336555,941146,197570,212972,2529109,2121545,8
38813807,15582315,15917727,946278917,942308114,9902156,3845102,4063219,204782826,197592021,696754,136661,134022,1580445,1945991,4841613,1927822,1673109,93945044,88926881,540736,113719,104157,1333162,1151290,8
47481287,16446486,16682142,978170867,926581831,10901854,4128818,4249701,205932337,210848493,605516,124314,124921,2035076,1303561,5051929,2105166,1904218,93114720,101967456,623142,101300,103081,1246613,997695,8
44728211,16696972,16428407,929309721,912888309,11524618,4644141,4483512,213628383,231903116,633512,120076,119785,1805525,1664951,4918980,2094185,1908360,86645149,93134819,452982,93293,87193,1114463,1117101,8
44070007,16382663,16141420,973423589,960826811,8848169,3791152,3693099,178970079,175691382,508627,114394,109497,1747474,1421269,3708290,2245803,1973949,92043668,103412388,821985,192514,195165,2484490,2484396,8
44351240,17400746,17693395,939475782,940360330,10102937,4110003,3900258,191421876,213553993,624047,145499,148776,1649089,2166822,5913809,2057536,1823018,108679752,75814667,470364,158362,160157,1612387,1413734,8
47452319,17005368,16127521,1015311478,913427103,9674855,4079410,3885905,184028700,172894551,655969,139905,137744,1961969,1574887,5484926,2332688,2072625,103389456,80226228,290814,178209,174294,1755923,1734619,8
48371645,16425244,15812898,982126522,876303424,9528896,3142384,3292631,194711364,201405663,722792,136689,138607,1931390,1617822,4554654,2125517,1657747,80202133,114090497,417046,154995,153198,1779641,1622795,8
43135104,15133910,14816758,953510716,884474965,10886783,3911403,4383148,224242971,207292183,462700,89326,89141,1590063,1093801,6316068,2408706,2695831,107552274,76345615,866377,216611,215117,2559297,1744835,8
41500910,16238912,16211892,920600257,991493200,10060718,3727237,3661812,182733711,189364660,762722,143974,143480,1316652,2017603,6182437,2016946,1658322,99064484,88501077,500544,103888,103409,858993,1224588,8
38594370,15771353,15557348,874670893,925523439,13805526,4727805,4824061,253794530,231558244,750975,133721,133536,2003377,1405703,6832352,3407724,3182852,102908993,86868943,696619,160559,157057,1878708,1730740,8
46817390,16585940,16271726,997222936,902133714,10774508,4397532,4467759,169851753,217395744,651757,129403,129077,1931240,1639490,5078220,3006648,2767789,87453035,97793258,359043,104213,104107,1118570,1274534,8
44080078,16604265,16605582,977439202,939401074,10585187,4356563,4408539,197223508,162877667,678122,117067,118422,1887853,1497010,6641663,3294302,3826415,103009552,82155406,918028,206793,228092,2341869,2253440,8
42890008,15148263,14669610,993747833,880518469,11215454,4344360,4303685,169690305,167589511,522840,100860,100031,1264883,1894490,3714759,1772773,1916245,96607816,90598306,781621,152115,153466,1842162,1535617,8
43931108,16699029,16528853,976745563,974751917,10730526,4489099,4176550,189924510,187450150,522733,92317,98619,967622,1790420,6550265,3084386,3422409,89774862,90837925,733950,126472,121768,1551638,1378860,8
44144817,16227478,16383676,1015129419,851675066,11024694,4026286,3851450,166074582,198253143,711928,117173,116210,1747881,1166634,6660832,1798468,2181674,95143080,89632907,529890,225745,225745,2180760,2629072,8
