cache-misses_1s,branch-misses_1s,branch-load-misses_1s,L1-dcache-stores_1s,dTLB-stores_1s,cache-misses_2s,branch-misses_2s,branch-load-misses_2s,L1-dcache-stores_2s,dTLB-stores_2s,cache-misses_3s,branch-misses_3s,branch-load-misses_3s,L1-dcache-stores_3s,dTLB-stores_3s,cache-misses_4s,branch-misses_4s,branch-load-misses_4s,L1-dcache-stores_4s,dTLB-stores_4s,cache-misses_5s,branch-misses_5s,branch-load-misses_5s,L1-dcache-stores_5s,dTLB-stores_5s,label
41771358,14604028,13752904,843954887,878056709,30429079,9071851,8758786,160632476,184875276,6854223,2296796,2521525,53812404,41795465,7412932,2760838,2553264,80461200,138935375,1498325,640931,678383,5094234,5667324,19
39386251,14673962,14256105,862494452,774983054,32744827,10558017,10338137,260641336,223812065,7052843,2798741,2712819,58527556,41617233,7395734,2771917,3178420,100989145,98185255,1492146,699813,708577,5801584,5955839,19
40358856,15722771,14861584,847870609,850543241,30462402,8894979,9038587,188129629,220590716,6900252,2548124,2612836,45776088,45224230,7211699,3789362,3494882,89886226,113386505,1772573,689220,691004,6596889,6712409,19
33232722,11936102,11752659,790662718,720593233,6262905,1541359,1528626,16990248,16531347,11610026,3452368,3559733,60298039,73615752,6648261,1642367,1650224,20281460,18029967,40627986,13710500,13903058,340313570,312239392,20
33103079,11356066,11327123,770226881,744163578,19806179,6195979,6157458,166724378,176035470,64849276,18713094,19760053,489583929,424966089,41220812,8417856,8532442,190949238,208027772,52245985,11558652,11800888,265760223,261232612,20
33022612,12155674,12138088,781587176,769669775,58438159,18409881,18388234,505008685,479284721,38231222,9428232,9438024,211950057,164849422,75017215,20548948,20198336,543615682,508571420,57180259,16663350,16235690,407228053,411162262,20
33037765,11761535,11771761,766976569,779022482,23516110,6177706,6265738,159174084,163329441,58644387,16297518,16130194,418136922,439524189,51312198,12002785,11475623,238904803,270201896,44685734,10717717,10822237,294475022,270341471,20
32018445,12668775,12542069,747263891,805746155,71963098,19834276,19366878,469442485,577519112,45617876,11128701,11195960,231061086,230119144,49230005,12162232,12595147,465689783,360562827,42531617,11667731,11806863,241172137,242820016,20
30116826,11604647,11182182,792557965,770424974,6098592,1519860,1527708,16345501,16422124,68299508,19396321,19180362,505194770,538869782,46813078,11845034,12425271,273910323,233188383,38063384,8272127,8228919,162161572,179557307,20
30833154,11748940,12044858,761790152,822953942,56233663,16389541,16439902,433668696,423880683,48984173,11575666,11421937,246679673,237980786,47667251,10476962,10489125,258495234,259521065,58962984,17527736,17832380,475966957,468778972,20
49462867,19653023,20190891,1023075261,988545900,61446759,15414302,15151349,388762114,392106436,52241718,10912025,11000690,253444963,245529412,32133558,7951683,8282697,215748475,253337630,57336307,18077984,18025386,452469324,432735539,20
30976567,12795490,12581278,749479632,836258443,55146947,15622091,15819957,425948839,409663543,45828258,11077417,11493101,289727114,246851999,47711706,10787953,10864907,236268870,275231845,64318701,16602833,16144481,351206970,426010206,20
31908407,12470068,12407146,762828294,785277305,58921559,18544639,18359407,497007797,482712291,39322222,9256205,8982815,195490791,201398508,48015671,10591926,10749914,253717339,237829983,48262472,12612271,12978377,313646169,246637719,20
35946167,13100651,13063793,764744004,839877607,5728050,1481932,1474426,16337047,16202554,25466607,6862955,6624316,188336943,188350517,55158148,17746487,17849043,417599437,428578280,55318737,12506746,12697364,282237246,281299034,20
54859109,20651697,21119387,1009333912,945425375,62294204,15462170,15837117,367118392,383691594,57655340,13096699,13116423,283450194,300207264,41510286,10930919,11071268,281464895,281733942,60607793,15616247,16146885,348474408,318965829,20
32290663,13003868,12772173,805521802,727420435,30026982,8510055,8124650,207774889,259166129,60741618,16433023,16375509,387874943,434198074,41072232,8810729,8776197,192560168,201517126,37935905,8435266,8364229,159210171,164436235,20
31283529,12522661,13110608,795345439,778903147,11467646,3112677,3161187,62745237,75256688,41915116,11445576,11252710,304940367,306058110,71831691,18070204,17474058,394569353,416769139,52763199,13633990,13671691,393597825,361916334,20
30515655,12527797,12502508,766089106,762605504,58025390,17819935,18020943,484946482,490550367,41147316,9118827,9123958,191392314,181120273,50989377,11392677,11637072,293254287,257045569,56093038,16994797,17289112,415935686,449524549,20
35389521,12341927,12820802,857966045,781054296,58478417,16302286,16029358,405115589,442023158,46119451,11823787,11528207,253155668,260065826,50449472,12178803,12391177,280828893,272844336,58633099,16097772,16049120,496934680,449680854,20
32671249,12562955,12990408,741618196,819532474,80047992,21715162,21848321,583558497,587224084,43477402,9827339,9710232,205468631,229315439,61522788,16582236,16543711,393797752,399233064,62383626,15368504,14722194,316492811,372166442,20
29732347,11752453,11716523,760971557,754290343,36018079,10461459,10385449,291703056,285534041,51134825,12940905,12952984,290484251,340288955,48988527,11172722,11354805,254994580,248382949,61485620,15696901,15980502,422588177,412291321,20
33617132,12275348,12166943,782623564,768554323,80832592,22434650,22116181,528415695,599700822,46015976,10680543,10092057,222877766,233636763,38721771,8387852,8359095,155855618,163473328,51374086,13004604,13380002,270179190,261716728,20
37374645,14985898,15110373,880481526,767368196,60709262,17412706,17770987,483195108,476754021,41855639,9575757,9374280,228705764,201947352,48028477,10947617,10666537,244602575,260798926,67353101,16913560,16854304,422017270,444651999,20
34495066,12656244,12380305,797594143,787547844,6583045,1825715,1846784,23911709,23393455,68897416,18592062,18983506,509671452,521963406,33342303,8003706,8116393,166250012,196603261,36227761,8225905,8265929,168780633,171316522,20
32659616,12410963,12201577,806494145,755640668,57770006,18715746,18488380,478053888,503429252,40545680,9825304,9781989,212871763,193784275,45838584,9987205,10035735,259106900,217592253,53047677,14644854,14520907,353217412,391217800,20
34960488,12322771,11839910,787234842,802755549,68322548,17841324,17834215,495021040,557477584,26047265,6526563,6682403,153419633,117654092,47150400,10496299,10162871,227396403,238934182,57536151,15131710,15034931,350225207,383529326,20
33347565,13565508,13809139,768164157,873854232,68835728,21315205,21208113,565452700,543335271,35634569,7061593,7414747,155257192,168813038,48038463,10820262,10606285,278742011,280809711,71424522,17369913,16824733,382415964,453263654,20
32305206,11747107,11952497,766485709,781513112,51980169,15858380,15766343,483401599,476106179,32656744,7337765,7235262,164469644,156156035,47465113,10922425,10860942,216105103,248682153,46010063,10589783,10377222,225289056,203384287,20
32676675,12062134,11322055,772906809,787963369,80808713,22117421,21846800,583019954,574632619,50599282,11625777,11395650,243144150,249268294,37585070,8834536,8926834,231168999,237841398,54789170,14399189,14542501,355886754,314693699,20
35502231,13289418,12909345,834835476,778979257,69008575,18616495,18444881,546112067,501328851,44487088,11681222,11500265,245774410,177072243,49302627,10678155,10759580,240203096,251802256,53298941,14995868,15644474,411324440,349695324,20
30229347,13037698,12741901,802666412,744265022,59505828,18827666,18749556,507506879,491513501,37621801,7772898,7625502,170283113,174920416,40032789,8811306,8948543,208741019,201652415,51015572,13311968,12953187,354307070,375186311,20
33808281,11756850,12131178,781676962,769728474,5521513,1485935,1484205,17120903,18630429,66626116,18961597,18779628,507319799,523562120,44952878,9642326,9306247,188663141,227225102,55145133,12438145,12117412,280513770,276802097,20
30835435,11149599,11220716,773383028,782926983,72189869,21130508,20832968,491135287,577617668,42647374,9749067,10029037,251361236,212743436,48083114,11278396,11355015,300534510,282484994,61245537,16270499,16226739,438309028,375922171,20
34053548,11926330,10984963,822744182,756748111,28498671,8141015,8278726,231446578,221767344,41011846,12105848,12152673,294885670,271622617,64233452,15383806,15583687,369290419,369101160,56848182,14267813,14563765,362356834,396272294,20
31624839,12225478,12552426,764470324,824426346,32669034,10831165,10922082,275598013,282708980,55838389,14772835,14760777,362175500,334368509,53282518,11198326,11416916,262823458,275061582,51298462,12603918,12051950,300703350,352067000,20
30126325,12182484,12081992,764572262,829206177,73078778,20350284,20060605,557192306,511754285,47289461,11401157,11464490,257368792,245881828,67568682,16050374,16240709,445049742,424237648,55270652,14065621,14300217,298169483,300861106,20
26451092,11848637,11892667,747115903,809381634,35368132,11628417,11678321,297011885,279068640,60407536,14097762,14217929,364010350,345967298,65525882,14157723,14094406,315492432,314619024,70784228,17396826,16939681,415813100,441256698,20
33095423,12777693,12511589,796098339,736862027,66175777,17583647,17672638,491423141,510525300,45635925,9693308,9798803,215786263,216560054,47612390,10439869,10337780,220161193,216617612,38491181,9834805,9988901,191245965,190287866,20
37493207,13952465,14107840,817764699,808334769,65018372,18705809,18706223,520182017,491929200,33747238,8584724,8656288,190685585,163688611,44674387,9567965,9662482,204523803,209619569,42059920,9852312,9549727,194607310,214956052,20
33734876,12582265,12179671,806597492,750186571,31911462,10991855,10830241,285708598,263897411,55161934,12234897,11589799,264602933,374029957,31135657,7216602,7279076,157852091,146613687,49879647,12199931,12244829,291184258,266734617,20
35353663,12529093,12461126,832494415,781549870,77221505,21372681,21450239,568236551,549714558,53580053,12407370,12468455,296305004,271924806,36406415,8894513,8860854,248079066,244460524,57785667,13797782,13679106,286105852,371564187,20
33878383,13372638,13116509,768031401,767448757,39096570,10126826,10046397,270272336,280303073,68586548,16742637,17017742,411407296,427321999,45928781,10216565,10162851,230926550,218968623,68994787,16994417,17146886,448538982,413223755,20
32172945,12692766,12766150,778410945,815315522,72591064,19998071,20198104,534141299,546759564,52293697,11728869,11691743,296861147,263782837,42902860,11014807,10583705,281332290,317910712,62239010,15107834,15406380,354424559,351715731,20
33512428,12962345,12819374,802705522,807938101,56700567,17665335,17759227,461881337,483481912,46992876,10795602,10518194,248232615,217876735,43470563,8765204,8858748,191195359,196020364,51292932,15456680,15569262,409750263,356845494,20
32951056,12590037,12322070,842911209,727862938,65436464,17711310,17323745,474003330,526588202,44334344,10231635,10238834,230345310,228550632,55646849,12452508,12511763,301439770,285744432,61712167,15522968,15805665,414511265,382701103,20
33994569,12064854,11712714,804529720,766637898,67111514,18994332,19065203,537730279,496525524,42770907,10472553,10758159,211488208,195266360,49839251,11813268,12055104,294118694,264816122,65881842,16349810,16210723,389151826,425163953,20
37509416,13215242,13391104,785852827,784632999,79285340,22274354,22369637,581734634,554386201,40972255,9342972,9289051,192526889,215343200,26699921,6371338,6248209,117110650,108695116,60704651,15330309,15561147,334484752,309553061,20
30603034,13013236,12587259,801163578,785861353,63331395,18251778,18425649,495417640,505272789,35744811,8289048,8540390,182652073,177874514,40170351,8677939,8498426,192410786,211354617,35943152,9959795,10032699,300910019,234540053,20
28249585,11150633,11499021,747110401,845614032,63886177,19532658,19033320,511627352,456514882,37360331,8274145,8286137,177487818,174829378,48117783,11024487,11142496,261451400,234171827,65787856,18361990,18393579,458074600,450741845,20
33853803,12480174,12386353,740613497,856934702,63134821,18503358,18969940,500955537,500766164,47270338,11089809,10980558,234992424,239170390,42472417,10202515,10298564,251327228,233085287,69576211,16376973,16129308,368312444,425371072,20
35352472,12247075,11264467,862210785,744499484,61730821,18055924,18492097,493923502,480916855,25273956,5354887,5497521,109661093,101073038,37541478,9154999,9282472,242375939,226380864,32541083,8801359,9166379,256777180,194578372,20
29901512,12860082,12836939,799886720,759907959,53763121,17562401,17624830,396655279,430024783,56422162,13806404,13349552,312873425,306369194,40582743,8585121,8465508,177264114,192173428,44300395,11618364,11947312,258981941,236506099,20
33904567,12800504,13020370,787121704,752778482,11593813,3252725,3180170,73081472,47761329,78447440,22365594,22930189,580759397,523183277,16594197,3283612,3256110,44788800,49137737,35261731,7124216,7262686,149728931,172891189,20
33845516,12930061,13167472,802943371,778248587,5995673,1550603,1580865,17227757,18237344,45812307,12128869,12384533,312896998,351408457,19623463,4804613,4864916,84427098,80402791,15524439,3338944,3313074,46431519,49877533,20
32142126,13667450,13149107,797609030,784665196,5870902,1483213,1491077,17240905,15812739,48852028,13430327,13382340,338394534,357302740,53809817,13362720,13702215,309159180,321329908,53910934,11503056,11363435,247087353,249947510,20
35225286,12082254,11934015,818729045,793524517,64707825,18667991,18445543,508138610,468262504,32463158,7216238,7306150,143060223,134846618,32821278,7222481,7299474,161918501,139331881,29624632,8588972,8520531,226277104,255819223,20
33690117,11892091,11546603,789883624,779087303,12017371,3395723,3343948,67678740,59828150,6014928,1477445,1465494,16269160,15748240,6184101,1429554,1425134,15615543,14936796,5705370,1455187,1456486,16419501,16477444,20
37374013,13186757,13328624,763739464,773976647,6286870,1490406,1474661,16641781,25206488,5867763,1425762,1425472,14877393,15126847,5634913,1421644,1421293,16106837,15290471,6267881,1610078,1614223,17257498,17338085,20
25395521,11278021,11441823,706769930,713983403,60343796,16751844,16787534,488967381,484648717,29103634,6213592,6101934,116103525,129103469,11759850,2520086,2529224,31733134,29896778,10482719,2227274,2235411,27018228,27308445,20
32465972,12698948,12313646,795059431,792078611,61144821,18264654,18128512,466882296,500146259,14354474,3049269,3034516,46977083,46524380,11412671,2373885,2373861,30065256,28834372,10568514,2388478,2404837,29936887,27101102,20
34347464,12640425,12457977,768744907,821146310,64681510,18378339,18106959,456569048,481148126,14402861,2844635,2838313,44338299,36722843,10840854,2262124,2238886,27755347,28171635,11421178,2463528,2461662,29096664,31367760,20
33620061,12254940,12340776,809045947,746122726,34351553,10797307,10609190,294602322,267963835,11530935,2541376,2584593,30302124,29134210,10510908,2245079,2240932,26410991,27391056,13562352,2866430,2877117,39948267,39740454,20
32082418,11428288,11387332,783376706,776174243,63574323,17775268,18423921,463292910,465612432,35654383,6979676,6906911,140149138,194032907,13389124,2873043,2857937,38553112,38327816,15499368,3379321,3351331,59420455,48293865,20
