cache-misses_1s,node-loads_1s,branch-misses_1s,branch-load-misses_1s,LLC-store-misses_1s,branch-loads_1s,L1-dcache-stores_1s,L1-icache-load-misses_1s,branch-instructions_1s,iTLB-loads_1s,iTLB-load-misses_1s,dTLB-store-misses_1s,dTLB-load-misses_1s,dTLB-stores_1s,node-stores_1s,L1-dcache-load-misses_1s,cache-misses_2s,node-loads_2s,branch-misses_2s,branch-load-misses_2s,LLC-store-misses_2s,branch-loads_2s,L1-dcache-stores_2s,L1-icache-load-misses_2s,branch-instructions_2s,iTLB-loads_2s,iTLB-load-misses_2s,dTLB-store-misses_2s,dTLB-load-misses_2s,dTLB-stores_2s,node-stores_2s,L1-dcache-load-misses_2s,cache-misses_3s,node-loads_3s,branch-misses_3s,branch-load-misses_3s,LLC-store-misses_3s,branch-loads_3s,L1-dcache-stores_3s,L1-icache-load-misses_3s,branch-instructions_3s,iTLB-loads_3s,iTLB-load-misses_3s,dTLB-store-misses_3s,dTLB-load-misses_3s,dTLB-stores_3s,node-stores_3s,L1-dcache-load-misses_3s,cache-misses_4s,node-loads_4s,branch-misses_4s,branch-load-misses_4s,LLC-store-misses_4s,branch-loads_4s,L1-dcache-stores_4s,L1-icache-load-misses_4s,branch-instructions_4s,iTLB-loads_4s,iTLB-load-misses_4s,dTLB-store-misses_4s,dTLB-load-misses_4s,dTLB-stores_4s,node-stores_4s,L1-dcache-load-misses_4s,cache-misses_5s,node-loads_5s,branch-misses_5s,branch-load-misses_5s,LLC-store-misses_5s,branch-loads_5s,L1-dcache-stores_5s,L1-icache-load-misses_5s,branch-instructions_5s,iTLB-loads_5s,iTLB-load-misses_5s,dTLB-store-misses_5s,dTLB-load-misses_5s,dTLB-stores_5s,node-stores_5s,L1-dcache-load-misses_5s,label
48974503,3138563,17161363,16602886,7506262,1099281973,910172141,48986486,1297481148,818761,725029,502941,1204162,946390296,6249575,61221197,13653703,835674,5156662,4673010,573886,289368589,237447289,24004158,325047597,572848,292068,44262,370011,221939062,1349422,12422612,700018,45147,133244,133021,15771,2251913,1959464,1099485,2151524,8667,26348,2721,34811,1301670,17597,314117,3825741,335420,2939876,2806279,485200,96782903,79662173,14907987,108934910,115242,196279,102948,227907,132301138,894430,10478532,481499,28661,161562,160199,16058,1794372,1536737,1149758,1468513,7469,22421,2306,27873,2040049,17375,527984,8
36958716,2771943,16144115,15822258,6290051,1072564867,903996150,72401983,1191994090,1375794,855095,664708,918427,974373820,6017166,57337411,12650630,686820,4224315,4384866,745189,265633420,200466094,22263181,271604225,445588,378926,55082,453570,211840772,1461488,13353810,306567,21972,72901,87082,9396,1174874,984351,712553,1167723,7889,14321,1449,19042,1455207,9379,176750,6425550,537313,3205024,3469852,415854,132826772,87223840,16711129,117437637,98166,193775,49906,234559,90885793,949696,10064114,713342,42658,164740,164103,20886,2059954,1821836,1096624,2568297,15109,26675,3369,36001,1908830,20077,360238,8
43840050,3019828,16418104,16552458,6653174,1162869838,977534263,70528089,1298157342,1467464,940507,536445,975612,977822214,6861201,61476636,12976746,777577,4106469,4202809,873517,237735875,188341637,21340045,249930027,448057,294265,38904,288317,191876239,781860,9573190,664483,38745,129931,120718,13396,2368184,1902289,937432,2405819,14941,18739,2235,30466,1560723,15834,303636,6048750,448270,3921720,3618996,495748,109442449,78090661,13075549,103719810,109729,191877,74637,231199,108748480,895945,12285854,522748,30788,95056,99444,12774,1494082,1164579,861011,1338506,11265,18635,1650,22697,1034876,10506,238081,8
44341644,2830449,16539579,15802666,5447878,1067794740,884223217,59456856,1186348173,1347156,1013649,902955,1191390,935390370,7036553,61653673,12435840,691393,5257135,5344189,847786,334141016,253010140,26721147,270131366,781789,407488,47292,414931,202827044,742414,9916154,636419,36583,147810,148355,13739,1709421,1504125,1163737,1553000,15404,23372,2431,30372,2017745,16524,297361,6343024,444334,3820180,3387669,393357,111645819,80087706,13284535,104320746,94727,167103,75558,247132,101577969,1039042,11791695,487272,31086,97652,93704,9636,1434847,1092110,791620,1318579,10456,16794,2329,21622,1196796,12997,232376,8
42261418,2759326,16084481,15358040,6009596,1206794492,956553996,60038302,1236808698,1327224,950912,846657,1162794,937179682,6369444,57523063,10321726,615930,3890190,3920297,982707,191622277,149761031,18470892,176847012,464296,312901,43146,298504,173388674,963716,11425681,664233,47843,124711,123956,13085,2260015,2091508,937652,2624267,14305,23173,2182,28797,1649090,15693,296631,6556989,619110,2004268,1857182,734433,96754867,84832879,12752958,105768473,52166,121508,53774,178476,92891868,717813,11684533,852454,55517,149613,152335,16522,2762453,2030612,1034154,2352575,12519,29052,3103,36957,1824350,19875,378241,8
44095829,3086445,16889390,17015999,6561317,1109554133,910939034,70281995,1245262158,1420508,1051508,910071,1128679,965851709,6310582,61097823,10230948,620117,3858396,3859292,455356,293035004,213419354,21602933,232279450,434745,348136,45887,354710,153444000,873991,10624450,689539,43012,143940,142769,17249,2432376,2093612,1044119,2205047,13563,22390,2338,30128,1418252,15405,313880,5216379,537108,1727683,1851732,937700,107102516,84458386,13270155,127547805,100081,265674,39528,196594,92705407,683124,10600493,517198,35753,117157,116080,13177,1860385,1358749,773994,1691449,10083,18115,2650,25731,1072982,11922,250900,8
43129246,2834705,15702434,15526263,7643551,1146692023,918930800,64697169,1134583999,1419755,1068108,856445,1252832,950870221,5745941,54707318,11094989,669668,3738603,3677469,488826,253965146,200335622,20128102,259055349,548731,316459,47480,350602,213217441,694698,11768435,745803,45795,151005,138078,15634,2248773,1975268,1044957,2368340,15307,22343,1991,31123,1592391,14780,318735,6091553,504705,3887437,3910489,632842,156700677,100382494,15871044,110975540,116981,217655,50497,200571,81682915,817993,11108907,337155,23381,142580,142846,15507,2188459,1640142,944617,2166670,12227,15691,2660,18581,1851514,16912,545566,8
40482773,2798060,15766064,15912195,6927249,1224293750,965306381,68360884,1260284267,1546937,1076471,1048351,1256690,935590472,6273141,58203543,11982485,668598,3474930,3541361,741573,209691354,173338296,21496777,224125733,639857,312821,44520,311593,177572885,1019343,10424452,522261,38812,103866,101229,14059,2371766,2054024,884182,2008789,10600,19336,2328,30031,1139636,13068,244865,6636956,585335,4035267,3821259,446739,94957493,72408213,12051427,91696545,115627,211661,79075,237172,111115428,956096,13512043,677189,39288,194111,193998,19496,4615223,2158601,1190146,2131822,13711,30950,3280,35605,2175018,21996,493423,8
42253049,3026304,15911173,16028327,6199790,1092918158,882219882,66346870,1184272259,1487349,865002,773412,1145949,922573674,6468775,58196335,9967126,537042,5398167,5343304,1042979,299956851,227052667,25238327,285074578,501526,380427,50835,416591,226736875,914112,10004479,473707,32724,99350,101528,10956,1237845,1117984,853801,1283540,11084,16982,1548,20283,1597624,9867,206045,6692727,553342,3705999,3562717,558306,98213154,75035844,13563447,99397511,107573,180701,66791,214442,114443100,1030544,12489702,789141,48260,164210,161746,19365,2210983,1783675,1085782,2289666,14237,25745,3417,35638,1858948,14344,364222,8
39830622,2754203,15480895,15734509,6862837,1123891768,936995513,62028675,1225792835,1093892,1038691,937224,964549,951069623,5414562,52901729,9583287,603505,4628648,4510415,1078537,285204782,221926129,21136753,275926609,409525,366784,51941,417428,189058292,957360,13436501,529146,34505,99517,100939,14080,1404563,1233254,926567,1394427,7613,19499,2184,28488,1488045,10440,242632,5829158,450304,3335193,3279838,644897,135777868,93561330,15125807,129797271,111882,206883,61568,182463,88525846,789955,8344796,853233,51744,160198,161031,17313,1876560,1784998,1245696,2241305,16472,26475,3056,33652,1983407,14061,367960,8
43820479,3164589,16467340,16101165,6565325,1121038295,926952208,70030638,1255046212,1354131,936482,657263,1040301,937791035,6752294,66517618,12461109,752917,4916617,4886163,762122,250187379,203060720,23558844,280884716,575313,308116,42144,339163,237334566,1017984,11910176,768007,47800,129589,129299,14053,2291872,1946668,1080510,2255705,9206,25694,2523,32436,1746291,14716,317769,2927032,404517,1894222,1929599,912984,108762323,94184875,13983633,133728114,122655,181582,71551,184620,98187800,257375,7657828,406238,29836,86706,91686,11387,1505682,1198167,761341,1451751,8959,18602,2050,22119,1001211,11911,227182,8
42560274,2983614,15411652,15588201,7583744,1146640296,935775507,62671216,1196862174,1458846,1008803,938031,1227261,950902338,5809759,55556605,13144833,736032,4189178,4544525,877507,274708216,220722491,22605194,313797226,676910,324504,42897,405979,205759908,933681,9908944,719729,40700,139378,135327,15321,2246341,1932356,1090563,2233674,12656,23739,2482,33311,1688223,12928,309400,5630503,409146,3870209,3301641,482576,117021391,85429238,14087670,94469069,135711,170493,89162,228742,99540130,1004027,11026574,463665,19610,171635,161280,15593,1842331,1632847,1247895,1739619,13061,22986,3365,21619,1853045,17198,525971,8
42683844,3028869,15577637,15666253,4981189,1120814173,895586207,60384273,1147375443,1321004,952331,982689,1091126,900356914,6897215,60159098,11112183,640513,4165513,4331595,580870,259495473,207879330,21441592,287661257,484359,356454,47162,344512,225730205,1320952,12604709,729815,49343,138609,137616,15654,1965334,1923866,1133890,2279659,14353,22429,2303,30188,2049534,15814,312745,4722056,441164,2480037,1856345,504845,86891076,80302915,14586446,100234831,114106,186961,70845,209959,96079860,765570,9925162,403095,9984,180787,175315,16066,4466198,1850561,637349,2310609,14051,22870,2935,28301,1672558,18253,317941,8
44646892,3190050,16788693,16943232,7195766,1183924444,992348451,62252613,1243809481,1421045,949700,1025024,1222246,925774141,6211283,60320358,11464404,662635,4522250,4430290,1148772,138168188,116550580,20541029,166139810,471435,299769,37950,294252,234137807,563009,10844453,603037,39528,134064,133612,14187,2318823,2008561,1055614,1818176,13462,24573,2910,32381,1344961,16669,308319,6590271,549209,3203033,2781492,387112,88952920,77906990,13166315,87977174,88489,163546,77824,221089,107890217,1018352,13350573,589012,38306,119203,120126,13851,2020595,1560888,838727,2029932,10657,24495,2172,31649,1183329,20671,292940,8
44344785,3158266,16720187,16640848,6971965,1206643318,963113583,56687194,1296506113,1113943,773378,984614,1051173,876720605,5401395,61713168,11083241,643032,4115018,4385613,870187,226009573,190801560,24060228,257972669,664384,357300,46167,337019,248479311,969431,10838341,728724,48237,153100,156750,16068,2478544,1996230,1130255,2285393,13566,22525,2412,32412,1607652,13067,315996,5690297,582789,2160204,2730434,1237755,146635002,96803207,13118354,129583105,119448,186137,34770,196883,87059175,487941,9695077,385781,21745,145544,142819,16416,1905961,1577297,1140761,1810996,12522,16775,3114,18494,1874129,16545,546382,8
42726673,3125609,16651404,16387792,6796037,1188477729,939852325,67252953,1259650538,1035260,820237,680181,949604,997649768,5570605,65194501,10316772,542286,4090907,4205232,846465,219676144,168100118,19997198,229310772,386169,285308,38554,340963,160125850,1286579,9390730,694821,42148,122400,122884,14163,1551767,1400041,1134784,1592814,8735,26907,2368,33579,1998242,15057,302539,5898022,552470,2957553,2653991,747153,118147133,100309883,17544823,117935678,82083,161917,68955,171005,87661938,782484,9952428,786459,48147,145104,148187,17631,2545544,1961210,1038545,2064238,12483,28682,2820,37418,1532098,17515,364650,8
44161217,2915012,16277947,16082700,6210422,1202533155,991540762,61314208,1226562320,1238704,962708,936482,1270889,913823537,6653092,59515756,10877274,666518,3963474,3700850,865884,255656886,202022571,19125058,279351915,369625,294390,43244,303065,216629072,689271,11096271,760730,46610,126500,124054,15727,2295940,1985954,1058490,2226328,8421,25469,2643,35988,1386010,14118,310169,5557844,485227,1676053,1580838,674249,109055028,91658199,14428145,126639940,133395,162577,99407,203158,88234266,632188,11241197,438970,28447,106712,106173,9349,1379683,1114248,715277,1694923,9092,15024,2597,21468,1297183,12049,235276,8
49650246,3168885,16301216,16121956,4563908,1316292758,1015042714,50374510,1313055744,1263406,1014895,1060555,1378565,917051534,8169015,71573804,10612420,600224,3744129,3812305,931073,227604356,181675941,21699727,246153836,636094,316936,44429,323949,154054090,749900,8097647,441886,35947,90908,88861,11500,1487590,1234043,723362,1544244,5237,14413,1672,20231,1716545,10251,218556,4837841,516379,1835589,2029443,1111937,131723375,102246373,15556327,159830836,210117,170739,30910,177822,79839812,497805,7249579,852751,44425,221975,221795,22121,5157153,2371230,779318,4197264,14225,29424,4934,39880,2345293,21219,445218,8
44228648,2942595,16189543,16197212,5695133,1177231539,950327594,67185212,1248045252,1409187,872157,614013,936321,978235284,7213425,60628844,10793633,599673,4422067,4419186,837825,209093082,176065940,22714284,244063121,499600,361333,50215,319181,230177097,1346198,11741706,540018,40813,87184,87833,12084,1220722,1130269,675547,1809687,9887,14877,1292,18116,1783308,9044,211638,5520755,558983,2520261,3001894,806890,122968138,87779333,12886416,126947414,102823,186539,50776,195717,95493587,716055,10406558,917223,62352,197924,210962,21759,4345211,2411561,1159651,4258266,13780,23632,3332,43321,2248909,22734,447398,8
44630176,2810976,15725895,15251236,7069224,1200447549,977078005,55791259,1304746840,1295416,1002033,899577,1215652,924815658,6086372,58147145,12048525,681294,4338471,4274525,919443,239048135,190798877,20328085,232424161,711709,347706,50743,361278,212112466,826904,11538348,698888,45610,134541,139243,17476,1997454,1763449,1100408,1738519,8236,25490,2503,30704,2008018,15428,315091,4700705,421490,2424475,2168955,452208,80566764,76354992,12843320,108665907,113621,179432,101699,241725,125529090,830740,10417143,730861,43181,136759,137351,14948,2886638,1751457,603420,4120569,5574,14686,2335,11893,1765241,17728,318149,8
43118599,3090715,17666673,17636570,5859684,1139282802,970136927,68172548,1209314350,1246027,920588,986287,1088439,945774280,6354908,57790068,12364067,620036,4539767,4575292,944846,243428114,195494814,25531530,264171269,676432,361644,44990,384788,198566619,924083,10543825,674682,36978,143799,144303,13242,1791430,1817222,1147146,2651281,13893,23869,2414,32159,1850035,16671,303253,4491223,396030,2136057,1861147,427364,91549085,89699370,15101178,128380311,122297,217402,95027,245233,113518004,644956,9051874,453204,26416,164330,135043,14562,2296202,1666327,890786,2265605,13153,17461,2552,19846,1778086,17773,499688,8
41752593,3030605,16309271,15988227,7215944,1106321557,922253506,71007787,1191468639,1443966,976186,949052,1075656,946192382,5534630,60438312,10700967,591942,4390135,4387723,655426,283792689,222239992,21110317,279154527,533633,367629,51761,352168,232453246,1181660,10949528,531952,33671,89100,96616,11247,1161087,1031229,796266,1165995,5500,17746,1481,18950,1779012,11615,216204,5800891,573873,1617244,1573595,675910,102327165,93909281,15253958,131653079,96347,192219,67656,211278,97244641,640376,10071878,645496,42288,214423,215031,23514,4466651,2436758,1372839,2829957,18101,35792,3784,44434,2389814,18499,577755,8
44210789,2703887,16434084,16241907,5622585,1347277981,1020116973,58003376,1228684288,1354977,1091306,770032,1356001,892487245,7023510,66917514,10265432,620118,3798021,3681457,686952,232005995,188390132,18665882,250846758,346434,290523,41943,270850,202697091,791182,10235236,620184,42088,134543,140174,13352,1637451,1526380,1144269,1727071,8802,23954,2279,28787,2181733,15810,296927,5823907,354919,3327518,2870396,436173,103479024,77946494,12542475,92620378,116731,177223,96714,225012,102780798,948578,10913336,513240,29691,105449,104043,14007,1184441,1089332,679557,1647052,8581,13912,2055,18687,1182773,11316,232002,8
39275693,2646383,15209342,15303677,7253311,1141636450,937238270,60503683,1201052933,1556391,1019662,745419,1191777,951448190,5365527,58871266,10004354,611184,4081071,4075703,938535,242679343,190140715,24952502,260551442,480214,392776,48480,344087,206880283,720401,10302679,686875,52838,140792,140707,16984,2276581,1939873,1078641,2255456,14541,24504,2378,30938,1650034,14233,292253,5164484,434336,1828620,2184052,585326,124187117,93034288,15404338,152069187,89125,176214,68015,229006,86954504,705401,7066062,707051,40295,134515,151492,18692,4120269,1820337,640529,4283153,10450,16805,2148,30709,1524834,14146,309653,8
47929317,3192350,16554523,16695686,5962490,1193863820,962046280,57910933,1277629930,1139369,832293,672596,1127635,943884899,6825426,65896395,13096541,746754,4726643,4834606,1460793,238655859,195493585,21955958,262772277,635723,287553,37423,331484,220176216,761276,10973865,639233,56271,139411,142751,15399,1667188,1472127,1147551,1678160,14171,22462,2038,29321,2234623,15069,292589,4837352,419836,1982672,2163121,1349419,146213723,104008786,12728977,142820207,90174,153911,43880,189302,87312642,416040,7555396,469599,26898,86366,89940,9543,1344775,1072958,819988,1302506,11740,18839,2056,21725,1211492,10304,229199,8
38826467,2460762,15528821,15770649,8666827,1128849815,927273336,68181561,1220717747,1575631,1027440,640955,1044007,965759694,4551004,55550755,10987378,650914,3943186,4313557,1029238,222962653,180052350,23671336,252651564,791891,342277,40346,351644,218866936,777685,9723494,658874,40488,135280,134422,18543,1760191,1605031,1113018,1738384,7951,25015,2463,30896,1928363,13966,307491,5606033,483200,3494601,3089344,641711,103193385,84010933,15029417,104570439,89215,183454,84076,191476,101887152,845444,9565505,691919,38888,139534,144713,17341,3968326,1809192,630998,4944214,4048,10165,1382,26405,1499064,14652,315674,8
38564945,2497062,14739975,14948056,5931112,1199302360,885479599,59105143,1147674393,1468025,1097189,720486,1238031,931486805,5906641,56964715,9779548,575785,3684497,3601421,871793,231290098,179684156,20721065,229298356,449177,305300,49579,333090,151506252,766625,9798604,643809,41362,132362,132339,14701,1578767,1383391,1022570,1537310,7406,21890,2076,27558,1942575,13580,284352,6388792,551668,3263256,3238078,829611,133098517,94240441,14112768,95234723,75178,127012,58623,194936,80996190,685129,10295860,1010630,60168,211339,222046,23306,5446602,2693535,968746,5566290,8802,20629,3553,49939,2040804,24972,484671,8
46482297,3122066,16771874,16788766,6210926,1222501454,953665861,59956953,1229053620,987314,939222,655448,1171487,908432623,7060539,65981518,11271817,658233,4217439,4260672,1001615,249370391,196555963,26318169,246098344,780201,409727,52933,412347,230321026,818928,10900333,750658,46670,143089,139233,12044,1707840,1695727,1032834,2314875,10913,23842,2512,32901,1992179,15220,318423,5858293,529194,3340407,3768761,758557,156236367,101611921,16544405,125758820,109929,180574,35918,185219,77734098,757258,9633517,465620,26609,176363,175420,27372,1679274,1478662,1224376,1917347,13455,24599,3137,24052,2175325,16360,511284,8
