cache-misses_1s,node-loads_1s,branch-misses_1s,branch-load-misses_1s,LLC-store-misses_1s,branch-loads_1s,L1-dcache-stores_1s,L1-icache-load-misses_1s,branch-instructions_1s,iTLB-loads_1s,iTLB-load-misses_1s,dTLB-store-misses_1s,dTLB-load-misses_1s,dTLB-stores_1s,node-stores_1s,L1-dcache-load-misses_1s,cache-misses_2s,node-loads_2s,branch-misses_2s,branch-load-misses_2s,LLC-store-misses_2s,branch-loads_2s,L1-dcache-stores_2s,L1-icache-load-misses_2s,branch-instructions_2s,iTLB-loads_2s,iTLB-load-misses_2s,dTLB-store-misses_2s,dTLB-load-misses_2s,dTLB-stores_2s,node-stores_2s,L1-dcache-load-misses_2s,cache-misses_3s,node-loads_3s,branch-misses_3s,branch-load-misses_3s,LLC-store-misses_3s,branch-loads_3s,L1-dcache-stores_3s,L1-icache-load-misses_3s,branch-instructions_3s,iTLB-loads_3s,iTLB-load-misses_3s,dTLB-store-misses_3s,dTLB-load-misses_3s,dTLB-stores_3s,node-stores_3s,L1-dcache-load-misses_3s,cache-misses_4s,node-loads_4s,branch-misses_4s,branch-load-misses_4s,LLC-store-misses_4s,branch-loads_4s,L1-dcache-stores_4s,L1-icache-load-misses_4s,branch-instructions_4s,iTLB-loads_4s,iTLB-load-misses_4s,dTLB-store-misses_4s,dTLB-load-misses_4s,dTLB-stores_4s,node-stores_4s,L1-dcache-load-misses_4s,cache-misses_5s,node-loads_5s,branch-misses_5s,branch-load-misses_5s,LLC-store-misses_5s,branch-loads_5s,L1-dcache-stores_5s,L1-icache-load-misses_5s,branch-instructions_5s,iTLB-loads_5s,iTLB-load-misses_5s,dTLB-store-misses_5s,dTLB-load-misses_5s,dTLB-stores_5s,node-stores_5s,L1-dcache-load-misses_5s,label
49821639,3211574,16501117,16419044,5287229,1338420933,1017843932,52791896,1363772916,1032723,842182,543762,1181168,939310366,7620402,67864495,13395310,713437,4852519,4674774,1032334,221333098,167708765,18760871,212295898,475911,342211,47874,391930,181386504,1129654,12314055,483517,34090,74683,76571,10797,1132912,1029412,761636,1203589,6758,15303,1532,18396,1503750,10589,191312,6164645,567213,2024797,2419135,855902,122717477,85585434,12325644,126046241,83396,239398,33239,186609,91336555,689661,10384803,941146,57553,197570,212972,22703,4372894,2529109,1273627,4911105,15794,22178,2867,49227,2121545,18371,468505,8
38813807,2871882,15582315,15917727,6801036,1137126553,946278917,69565836,1169795006,1437746,1017245,1018331,1089305,942308114,5337268,49710739,9902156,600293,3845102,4063219,1527224,246874177,204782826,27254315,262348428,693125,375077,51536,350828,197592021,791216,8840694,696754,46477,136661,134022,14420,1688632,1580445,1133513,1675858,10798,22045,2497,30316,1945991,14875,303678,4841613,466616,1927822,1673109,607097,100401326,93945044,15077689,122200092,144601,168683,98067,196611,88926881,614332,11069852,540736,33470,113719,104157,10243,1866655,1333162,665294,1881386,7858,16403,2339,22728,1151290,14928,247029,8
47481287,3107726,16446486,16682142,5667860,1215971812,978170867,60743476,1294392567,1136446,828240,678993,1092498,926581831,7667770,67649422,10901854,629090,4128818,4249701,945623,268932717,205932337,20081251,262230552,425800,347203,45893,399232,210848493,791059,10295950,605516,40267,124314,124921,14459,2379827,2035076,1044346,2214498,12830,27746,2485,34731,1303561,15090,306352,5051929,418037,2105166,1904218,509159,101126941,93114720,15969239,122948811,97768,197388,112772,202319,101967456,772916,9099280,623142,33731,101300,103081,12527,1661352,1246613,766332,1561097,8520,18337,2344,27394,997695,9709,252492,8
44728211,2962149,16696972,16428407,5728182,1179237518,929309721,61790645,1207593031,1131051,1012264,1049718,1177816,912888309,6302124,61528286,11524618,680129,4644141,4483512,721294,265543071,213628383,22062165,318917301,433398,284016,44029,347483,231903116,823012,10524945,633512,45915,120076,119785,12805,2123588,1805525,1095246,1742047,9843,25354,2507,31946,1664951,19651,275812,4918980,530342,2094185,1908360,853770,91329998,86645149,14517394,131017675,97912,222052,63283,214144,93134819,504221,9339272,452982,28996,93293,87193,10372,1518420,1114463,738397,1490567,9940,18417,2060,22104,1117101,10345,223367,8
44070007,2744482,16382663,16141420,5695403,1211178387,973423589,59309222,1271284210,1401085,1092729,623170,1299035,960826811,6713062,63833545,8848169,517103,3791152,3693099,998318,229223296,178970079,16427543,246161422,350331,296308,41433,287510,175691382,777694,9776360,508627,38429,114394,109497,13770,2033854,1747474,979044,2040646,12181,23661,2322,29523,1421269,15132,250243,3708290,409647,2245803,1973949,833547,98864030,92043668,12471779,104461449,138207,225378,97888,196356,103412388,539043,8986840,821985,45573,192514,195165,22525,2938664,2484490,1215301,4445220,15398,26996,3006,26685,2484396,17500,421388,8
44351240,2967897,17400746,17693395,5961403,1149489632,939475782,69982824,1248918216,1263896,800887,633754,972873,940360330,7455660,57352492,10102937,640373,4110003,3900258,636870,244841483,191421876,21049622,248768762,366371,297859,45723,346594,213553993,886556,11497114,624047,46458,145499,148776,14657,1746193,1649089,1180547,2036916,12579,24337,2294,32912,2166822,15044,295633,5913809,558148,2057536,1823018,979855,129757503,108679752,16523443,122341057,86958,140582,65763,180107,75814667,417179,9901172,470364,27634,158362,160157,11517,2702948,1612387,1204100,1646794,13095,26192,2411,31373,1413734,19076,557715,8
47452319,2930624,17005368,16127521,5620058,1332799733,1015311478,47944986,1313089619,1068588,931881,893203,1314122,913427103,7239672,71478005,9674855,547978,4079410,3885905,688952,235396341,184028700,19293180,206572773,529056,356961,45846,385297,172894551,985947,10719938,655969,36281,139905,137744,15445,2283640,1961969,1107721,2238865,13746,24490,2382,30509,1574887,15793,301976,5484926,527468,2332688,2072625,869758,119345870,103389456,15549382,118984600,114035,162536,67099,191257,80226228,590271,10308692,290814,17490,178209,174294,12436,2565296,1755923,1054242,2281355,15080,24233,3528,30350,1734619,17219,632377,8
48371645,3248992,16425244,15812898,5553306,1259132186,982126522,53576143,1328133620,1117801,862604,761144,1197811,876303424,7456495,70831809,9528896,609240,3142384,3292631,1158629,244560473,194711364,21704533,254580571,415104,327183,45736,349169,201405663,501193,10590107,722792,46550,136689,138607,16068,2222489,1931390,1080816,2303071,12210,24279,2252,33536,1617822,16161,308259,4554654,381064,2125517,1657747,352839,76025492,80202133,12768608,119869547,92465,209668,100592,237990,114090497,852789,10387989,417046,26696,154995,153198,12868,3318888,1779641,894520,2263001,12235,27595,2720,30930,1622795,18570,532497,8
43135104,3107638,15133910,14816758,5282742,1200906767,953510716,64979879,1248772333,1267782,919291,778725,1082962,884474965,7066529,64110627,10886783,649814,3911403,4383148,1185272,289237729,224242971,22092418,308100265,465492,312896,45886,340614,207292183,624248,9732825,462700,29459,89326,89141,10908,1885874,1590063,686238,2018760,5689,18104,1723,23180,1093801,11204,223099,6316068,485636,2408706,2695831,640988,154241336,107552274,15735470,143970764,79833,147893,31354,169791,76345615,772394,8921244,866377,48193,216611,215117,21558,4773207,2559297,947067,4793684,22011,28377,2605,43658,1744835,25611,436805,8
41500910,2831226,16238912,16211892,6621199,1148003937,920600257,63492807,1177837436,1273938,1043878,785485,1147280,991493200,6291651,64920543,10060718,592779,3727237,3661812,488580,206794908,182733711,21743649,221493690,435096,380798,48810,414191,189364660,867161,10546471,762722,44531,143974,143480,20118,1455611,1316652,1219004,2165523,14846,22245,2320,31874,2017603,14600,308841,6182437,481054,2016946,1658322,437841,106393725,99064484,16679772,132135677,72693,164361,100520,204275,88501077,829801,10497298,500544,29506,103888,103409,13805,1023699,858993,871201,1121744,8297,20051,1637,24172,1224588,12023,245990,8
38594370,2644975,15771353,15557348,7174858,1036530431,874670893,67151924,1154987092,1497850,931840,539727,1063771,925523439,5194795,56081680,13805526,785249,4727805,4824061,624101,319317199,253794530,20205754,311712289,614896,327989,44909,388346,231558244,917368,11703856,750975,45087,133721,133536,17305,2454346,2003377,1148583,2226473,8591,26019,2586,35118,1405703,13368,296039,6832352,599485,3407724,3182852,600442,130385461,102908993,17434815,113653097,117984,212380,73189,256411,86868943,917160,11410896,696619,33825,160559,157057,14955,3725724,1878708,821488,3526551,11280,26064,3045,31113,1730740,19601,331577,8
46817390,3282793,16585940,16271726,6289348,1261758917,997222936,66317087,1294934837,1443463,927551,1031451,1253988,902133714,6410525,63053892,10774508,585829,4397532,4467759,833653,197988456,169851753,19928108,227942080,525729,365140,43031,344117,217395744,1148851,11375069,651757,41173,129403,129077,14784,2244948,1931240,1042328,1649960,11219,27210,2422,32793,1639490,16697,312925,5078220,412566,3006648,2767789,513793,111258005,87453035,14116833,102786001,104961,174619,97824,199254,97793258,821181,9306415,359043,33052,104213,104107,9358,1352623,1118570,785445,1605839,8796,18185,2799,22026,1274534,12353,241879,8
44080078,2932722,16604265,16605582,6017397,1199600510,977439202,62471982,1300518011,1034042,795619,1033461,1168022,939401074,6431285,58856886,10585187,572853,4356563,4408539,900369,245160547,197223508,16741475,248304876,415140,283169,41109,383121,162877667,1071349,10785725,678122,43253,117067,118422,16006,2200032,1887853,945927,2164324,11469,20822,2206,31333,1497010,11678,265530,6641663,571847,3294302,3826415,753943,162819644,103009552,16548292,124471996,82061,180528,32083,200051,82155406,770769,9647444,918028,53368,206793,228092,23970,5063394,2341869,1053680,4818633,12022,30565,4458,42485,2253440,22981,460077,8
42890008,2845632,15148263,14669610,4896394,1257105740,993747833,60359511,1268741091,1424311,1140011,666367,1326625,880518469,7686358,66556282,11215454,598752,4344360,4303685,833601,215587109,169690305,21113437,214443129,375669,326705,44599,358907,167589511,1260213,10184451,522840,34881,100860,100031,17694,1318480,1264883,903428,1430564,5338,16295,1804,23101,1894490,11233,222784,3714759,401991,1772773,1916245,784690,125330537,96607816,13019115,145305174,116642,155393,67635,194639,90598306,607061,8351056,781621,50633,152115,153466,16308,2556359,1842162,984564,2392869,12108,29239,3217,37853,1535617,18752,363782,8
43931108,3088423,16699029,16528853,7730727,1224198704,976745563,71069282,1303431526,1374708,836294,559493,1090417,974751917,5795188,68153758,10730526,645713,4489099,4176550,604596,223068697,189924510,20530599,252850846,502728,265209,36009,300134,187450150,842049,9752799,522733,34767,92317,98619,11250,1025768,967622,810906,1094333,6704,16908,1617,19340,1790420,11642,217906,6550265,570498,3084386,3422409,953803,143942450,89774862,14665754,140309845,66913,203532,30333,197153,90837925,571453,9464863,733950,43075,126472,121768,14211,1976335,1551638,971492,1961971,9643,20640,2711,29728,1378860,16134,294623,8
44144817,2951791,16227478,16383676,5231882,1303981738,1015129419,56146907,1281485101,1101350,840578,1022350,1176733,851675066,6824762,67630822,11024694,647501,4026286,3851450,994275,207227227,166074582,20710716,249541168,466971,294023,46891,290010,198253143,868790,11516381,711928,44326,117173,116210,13955,2020650,1747881,922174,2151534,15291,22836,2504,31428,1166634,10268,274281,6660832,619666,1798468,2181674,895288,123584009,95143080,16167051,145490419,123693,172386,52864,178453,89632907,647073,9434460,529890,36201,225745,225745,18975,2991520,2180760,1444893,3182483,22476,30417,4295,41111,2629072,25092,821271,8
38382626,2414173,14710496,13908087,6242380,1208486444,938533548,59122216,1159522532,1530018,1130729,612006,1335799,913233058,6022875,54533896,11601618,655005,3999457,4127800,644871,258185644,193560770,21129655,247505047,445272,369603,50778,382530,186377075,1306697,10923158,570864,36322,98886,98886,9936,1462886,1359496,833481,1959694,9612,15377,1727,20247,1611371,11551,213220,6429184,513260,3694008,3476763,794617,127679574,87358744,12232109,90095944,101513,134674,51162,201605,93217770,745465,10907628,729307,48860,146703,146703,18930,2417881,1844425,1317501,2246135,15492,31162,3089,36899,1705292,18044,364468,8
51327074,3440753,16777407,16468198,8087401,1193710385,968993556,55619702,1374148763,1034246,795047,474085,1071960,933673110,5833685,65246446,12118994,672641,3920330,4458094,637690,268855892,208330070,23674712,277215183,782971,303368,40425,343336,201644366,918440,9045983,717701,48301,130248,129044,15807,1658185,1466808,1223943,1505075,10318,26792,2646,34064,1766442,13234,302232,5022026,403673,2864740,2573084,817677,112235546,94913586,16599656,123430200,94894,175575,71849,202961,89978485,622797,8363376,487214,28503,96470,97331,13191,1727337,1277474,801726,1455478,12111,17461,2131,24167,1074457,11046,231706,8
42224340,2914143,15620138,15653467,6670339,1037545064,860168298,61034231,1158602001,1343353,981608,841717,1144332,967118831,5749989,57020436,10522040,569398,4742813,4901317,918151,230870507,185043936,23822637,238687960,504726,327791,45572,309033,221926825,1028868,10741075,504007,38776,108139,109719,11792,1504396,1308192,904990,1757211,9938,20316,1939,24607,1748551,13943,237579,4326552,388451,1653462,1472655,500019,90345376,84286212,11866010,120959693,140547,169283,108616,227115,104305837,804036,10102195,916176,54465,199120,193550,27719,6589597,2703308,555857,5395449,10492,22360,3159,37873,2339145,22256,454006,8
41790351,2784957,15622072,16333183,7921525,1111070906,916796799,69122565,1179469144,1517552,989175,586562,994517,990868312,5657954,54775231,10044656,618770,4462168,4286427,747774,187122495,158652721,22213268,223177176,594794,318384,38588,273602,246251432,633635,10800739,710943,44563,136405,128621,15527,2151204,1864860,1077481,2157024,12505,21636,2332,30715,1381097,14654,316520,4025014,414205,1478083,1790281,809952,129968200,107412749,18336784,163553634,118650,219898,79293,195935,87652570,471552,6461438,477290,33002,99405,101045,12042,1271533,1077580,848610,1545746,9297,17545,2743,20543,1424041,10203,236926,8
39049563,2395805,13961122,13981811,6454254,1050630325,872215768,54049060,1102116583,1198394,870283,604129,1070285,865087551,5998266,52007496,15855386,913438,6203265,6249058,1160649,342052383,281820662,31328957,339921277,934409,474814,55674,451935,313488763,1171935,15289052,747498,47838,150692,153431,17677,2700922,1982360,1141253,2419877,14286,25026,2312,32403,1712416,17569,328389,6235129,498371,3725024,3645393,533276,121452217,80494043,11972953,84133213,104920,171482,56251,221334,96590720,1008763,12653833,545849,31786,109538,107836,14852,1700729,1248794,757754,1578547,10714,18366,2348,23579,1105575,11375,239741,8
41863242,2644183,16118674,16140870,8315765,1062494499,875446994,61479299,1164611386,1217736,798742,503660,1018276,920859890,5236702,53405996,11186572,654928,5059878,4901098,769324,308299522,236644449,23685350,301068328,435310,322223,45977,341204,260953803,1107243,12049682,476268,33613,104937,103096,12104,1712484,1504074,742343,1755472,8783,15000,1523,22325,1125819,9186,209897,4667387,436209,2494305,2236219,489475,101089835,90209521,18427874,130689902,91255,222833,101873,229969,100610381,750318,8735245,845210,49478,201519,208785,25730,4987745,2448057,1051017,4999390,16648,22165,3108,30585,2502203,21349,469847,8
38873282,2499468,16097149,15536486,6235135,1174098369,956472313,60882302,1247326152,1504794,1120714,803838,1302795,946486727,6004608,57611819,12980824,739308,4429988,4362802,608296,250285041,196969710,21418454,271998293,385041,359715,51512,441610,190845843,1488211,11733348,506654,35739,78120,79184,8914,1719028,1399225,624498,1692032,5178,12624,1396,21067,865006,8818,185359,5890358,497665,1950164,1726064,688602,106390383,93547140,13918067,111402756,97781,177281,89995,190859,83606671,649400,11298251,899160,48016,205169,210733,23757,4129334,2393086,1262550,4105706,17401,33228,3305,34699,2265341,18957,415977,8
43367367,2961700,16875539,16324129,6812309,1146354196,960044099,57768191,1305996515,914086,827361,644096,1039644,907668343,6309755,59195868,9466420,580014,4507391,4371232,850082,243157261,190837473,19718725,216106196,359980,335414,46922,358270,208285266,808082,12009639,450120,27532,79287,79592,11548,1099307,1008743,761579,1125681,6169,18681,1498,19918,1549135,9212,204570,6160458,496748,3860234,3711380,541962,141357924,95898762,15860262,101597054,88297,169782,48621,184996,85843776,856418,10503373,717376,36628,230171,236371,16888,4752432,2591875,1205315,3266672,24195,37836,3412,46108,2220343,24754,627004,8
33941542,2450316,15432140,15529603,5391487,1060290786,874080618,72780998,1109542740,1572231,1154359,871244,1169110,960351073,6016443,53554668,9002039,507933,4639510,4763474,1194102,258198417,201441304,24182901,242860134,477383,395292,51868,394237,234038581,608933,9692458,446525,24509,89754,88791,11920,1278852,1205874,687667,1787208,8399,16537,1638,20712,1465903,9974,204439,4303478,433083,1630816,1965770,783992,111177091,88313769,13348708,127494003,95652,375562,53145,206932,102205724,531445,8374504,795187,50313,160574,142885,15041,2681870,2039075,896460,2283913,14686,28522,3070,37487,1873804,18480,385710,8
43571958,3053738,16029663,16529701,7227184,1129989503,926657173,72875549,1214476524,1475002,964078,712459,1070467,942779774,6330874,56803175,13689862,751613,4921198,5148484,725265,343682417,267339162,22112939,343010901,667600,322287,46386,403775,184173552,798519,10308772,670865,41676,129007,131441,13722,1733258,1460812,1113283,1606351,13537,24084,2441,32312,1896026,13654,289066,4402793,444436,2814747,3238891,851507,133541525,87373519,15291658,142281721,112033,236402,52722,211096,98885166,519134,6467275,380390,23162,185630,167156,17349,2179247,1747308,1095079,2570976,16552,23664,3017,17332,2356463,15775,617196,8
43654781,2927463,15801839,15579604,6462253,1119768220,897128191,57281492,1233745126,1038979,682888,729838,888205,916389541,6241221,64789477,12520614,772925,4857309,4853420,866457,251825394,202915135,24337425,299797131,427432,417876,44887,317017,267288143,1312387,12033955,440483,29237,90995,91066,10096,1644980,1374812,723754,1732676,8068,14434,1612,21072,834611,12371,216225,4002259,381356,3204437,2823320,636820,100334625,83014719,14245647,112495406,117554,209951,108970,204012,114097785,659660,9324580,768992,46017,164296,162028,20699,2136856,1760120,1389117,2159172,17721,29821,2804,39019,1685822,18967,383046,8
48028370,3308600,16155742,15666883,5371793,1186316314,966544278,62310882,1306885495,1324633,886923,939344,1104326,929495029,7639991,63939607,11371428,632680,4438202,4387033,885873,285095895,204852490,23467844,241160362,731077,362084,49597,442185,183714156,676251,9757702,710549,48471,116028,111538,18938,1741134,1536826,1142178,1672356,9385,25114,2359,31200,1814596,15264,297269,6100123,575443,2278151,2690005,1047103,132373398,86979840,11272650,118770742,89726,163695,37912,216307,91080567,635116,10604200,398633,26762,110333,113443,14072,1749792,1240728,846336,1617097,12501,21632,1844,26500,1090845,10028,247775,8
45879577,2990859,15476757,15503094,7942689,1180348336,900313329,59507400,1257050065,1161813,900599,577016,1161560,947709970,5374267,58131823,12796996,714715,4502618,4554517,989017,239851470,194003796,21682868,256622408,481640,356004,55745,378045,213641222,1159571,11689350,647564,40511,106595,104746,14906,1297553,1173226,941509,1287593,7225,22843,1903,24562,1864689,12987,257684,5308017,536657,2624735,2388528,756428,91792944,82257580,12259974,108041944,64699,155148,65574,210049,94562591,645384,8652289,760790,49656,209422,165873,19354,3556123,2370863,1151682,2657107,23139,25982,3758,34047,2442773,23432,611102,8
43296896,2850598,15657502,15894597,6488323,1225362533,974693755,65012136,1260324312,1290647,881054,459952,1063344,891864382,6279112,71039744,9621455,548522,4283896,4286147,798403,271953228,212483163,21251736,237074912,478778,310748,48788,332561,194163588,762406,10964029,501955,31313,88668,88528,14987,1080190,951853,811467,1087830,6544,17734,1741,21408,1526846,8662,204841,4161584,489645,1615332,1888203,1324528,136509118,105873664,15489805,154658339,94050,168731,43613,173064,76712659,351431,6262116,796914,45153,154833,154984,16775,2362948,1856009,1237883,1929740,15233,27636,2949,37676,1780391,16592,364124,8
47796090,2736521,16408360,16047283,4995191,1241127256,939642370,52648064,1257461419,1176441,902321,701234,1256598,923974250,7202252,67629075,11681944,712394,4347948,4438416,956804,269317777,218525877,23981167,274949614,674850,295154,43189,331932,226047930,551751,9714077,646982,37322,129541,123360,13103,1453569,1279215,1064909,1679368,8288,25054,2351,28825,1971559,15113,296144,5968632,539558,2627398,3056289,1068440,148074260,97137981,11627357,141868153,64512,148979,32607,177992,84495422,560703,8714980,469386,28367,154768,157575,14046,3824482,1904662,618266,2432198,13938,22553,1087,21050,938316,14736,269927,8
42544797,2892729,16362748,16661767,7488273,1103459236,912273884,62614397,1203804852,1343214,881295,974926,1050989,955557757,5987279,56553493,12476876,661216,3753583,4023088,806123,249733229,202931857,21920732,274396151,692715,309286,43387,326886,211534482,734689,9442422,654698,38654,137062,132758,15997,2353219,2059385,944789,2418080,7617,21976,2184,31425,1581909,13640,307671,4302258,404669,1599740,2028878,1045952,140703374,109541511,16558365,176095941,91405,202113,60606,193975,92925987,411305,5843643,475378,29082,94089,96177,11286,1578141,1211998,681763,1514696,14809,18354,1470,25417,958633,13575,231356,8
47898539,2896679,16526424,15869986,6165625,1228842543,948790650,53667640,1225237194,1083365,875126,743244,1172959,895731693,7028052,64776804,12484429,719045,4230415,4396307,895281,263409698,214124845,23304765,291672411,536822,322962,45738,403400,218289356,661019,10074365,722934,46268,139311,139301,14847,2526775,2237217,1039757,2576410,7132,19869,2254,30554,1607695,14831,311119,5250933,539037,2364626,2665261,1287778,158923152,99839439,11893150,144719736,85912,296921,37784,203866,87411911,469288,8912947,664955,40413,126403,125011,16272,1594698,1441531,951284,4421359,7656,15593,3436,17703,2141093,16787,630193,8
41574704,2712125,16744571,16550637,5740626,1178955671,962156177,62187787,1201026011,1536468,1072182,1022675,1186026,867699408,6795938,58186241,10809508,647215,4313000,4215148,604175,283154846,222343664,21811552,263982326,371726,360614,47773,359973,191970689,961849,11151503,636482,40494,133056,125890,11838,1823725,1493298,1006682,1575579,9779,23612,2199,28810,1897515,17640,300276,6245692,585341,2290130,1872558,707563,90349787,81055545,13794074,128088015,76560,255591,67674,222488,98302588,631952,10313770,520108,30751,157596,169474,13923,1728660,1349821,1099503,1210007,6714,23873,5486,22117,1902039,16876,496202,8
39705921,2438562,14204376,13442783,4814382,1154828803,901585420,46990358,1094357515,1405007,991337,1032699,1326694,782577368,7002938,64215777,13867243,840377,5886781,5893133,986326,432222520,323205945,25833620,408015419,569877,384258,62016,496035,284691006,1141039,12426477,546108,34270,95810,96168,12708,1836949,1456623,945491,1099612,6684,19653,1993,26409,1154972,10687,220338,5016446,438276,2333001,1994446,402468,105129468,94120063,15624894,120985982,92723,252323,118607,228171,100841574,774228,9427679,809416,48053,149455,149818,17102,1569743,1594770,1240849,1555834,9912,24960,2820,36597,1777775,17366,364912,8
39175807,2597877,15229916,15491028,6833934,1149093479,923855971,62838302,1181920914,1564177,1119316,725137,1183529,969895797,5812919,62951895,12480261,711049,4278231,4636064,890836,218691915,190411643,20668552,257948389,642881,295136,38772,374207,218136239,776937,10010259,556660,37702,137472,136278,12519,1842909,1794134,1080114,2279932,12780,25093,2246,30078,1965088,15770,295603,5806793,571314,1753157,1923287,776885,138355795,117002900,17924045,142527794,98010,198160,60129,202583,82140271,700837,9707982,492193,28611,156866,156949,9325,1362018,1631881,1100587,1686314,15044,25818,3024,20241,1802315,16039,462463,8
42955810,2671655,16859933,16661434,7920670,1155680230,958193092,66765314,1204417127,1454604,1005687,815555,1186220,958056443,5396157,56216046,10957239,608586,4072311,4148213,914950,203029574,166878396,21186910,238106424,337773,298612,41107,332667,199789852,703512,10048068,615631,45736,129516,127589,14109,2736055,2188053,1124794,2459954,14024,24831,2344,32879,1613394,16176,320340,6936770,595300,3558018,3859396,556155,137553586,88137247,15476739,116965617,92115,287384,52313,209915,87024827,918792,10221888,687796,42562,145995,154568,16122,4170925,1816933,665705,3557191,9529,17371,2958,31549,1430262,17479,311410,8
42026034,2767701,16671363,16465120,4767720,1135688252,929354297,58284785,1218824674,1243491,859610,942440,1066700,939578925,7106046,57008302,11537866,694336,4599417,4767727,1640971,255696401,190587627,23513726,235791271,518308,379240,55538,429215,193302432,680305,11082495,468777,29587,83050,84810,8689,1132701,1344782,642258,1620328,7937,14112,1360,17448,1454926,10614,191151,5213839,580154,2039229,2259171,1135952,122063179,95343018,12034485,130870802,82640,156341,30908,170146,79286875,378410,8443700,808005,53418,154447,154406,17082,2685097,1958469,1255360,2056126,16251,28989,3098,38173,1892043,19543,380456,8
39678606,2877834,14809010,14466296,7340303,1142689046,913050097,59162505,1187607187,1507574,1030497,687764,1100426,982541520,5242172,51827772,10742784,631153,4174750,4193922,935494,220648018,182239961,20479316,244272574,402987,270836,48314,306303,197677428,945772,10139155,682670,44988,122634,134097,14968,1609648,1430320,1035930,1468732,7626,19745,2006,27103,2125753,13469,284487,7288951,705054,2142819,2183988,671181,129330730,98736435,16200241,132758827,62293,159640,25417,192689,89764997,852439,10547590,769233,50303,159760,160915,19431,2380422,1936180,1048219,2739229,13211,24628,3880,34165,1785394,17450,360515,8
38858825,2741579,15881003,15712466,6601609,1126176801,939691437,67380134,1248658671,1450754,1081590,883499,1116352,937157811,5281146,53518739,9572006,519839,4490390,4591844,1513383,242008636,188879907,22451777,223868749,530969,404480,54452,455732,189969118,564802,9764068,689664,41324,128625,120022,12190,2369803,1922433,823747,2164513,12879,18542,1934,26235,1375418,13922,286576,5395219,568368,1831603,1872043,1056520,126910193,101909621,15840234,135999786,246191,227439,35430,170915,76600709,504493,9370217,904601,57208,224494,226109,21717,4844311,2627215,1209842,4525297,15476,31020,4032,45369,2369948,21006,466910,8
40598711,2860995,15964196,15885845,6384053,1184704975,941436738,64730667,1254439943,1407977,988693,679532,1185492,922969656,6077868,64305364,8716677,496538,4196606,4102273,1004008,188036836,158884649,21604806,191623640,541958,289799,44082,315800,212211346,1035425,10326508,741536,42562,143138,135676,19470,1926464,1941441,1100058,2331628,15446,23776,2174,30466,2184027,9731,309526,5194760,438814,3226151,3368631,712738,132471526,86889029,12794453,111909704,114942,150000,32757,200658,92499087,736743,8119629,475964,30342,98604,102048,13720,1813425,1320961,579147,1705430,10908,16351,2281,22966,1099209,11465,233749,8
49693677,3224399,17215788,16764663,6995960,1175098166,963960927,58041336,1330440419,1171439,936536,775707,1191599,972412789,6516073,57933919,10124680,549304,3930116,4167931,846935,214421173,169044050,19757729,228714184,446563,340537,37800,344600,208020590,547338,8674806,612654,38931,130826,129551,14148,2407700,1838990,1075012,2092558,10718,23765,2317,32120,1487832,14591,289706,4993530,513945,2048171,1763556,841935,116913237,107913410,17691587,137494038,249585,235916,71069,192292,89760081,469697,8985442,566114,29579,173630,166339,15604,4662508,1986330,615632,3294682,11212,23340,3976,31038,1499575,18060,319446,8
47241721,2926423,17842450,17127575,5125935,1269375357,1006445417,50968953,1324276614,977966,896879,631682,1187720,914580169,7405934,62496591,8677928,533051,4301633,4272206,822091,222701283,177414428,18795027,235462516,301351,280513,37553,279024,189171128,622500,10066447,600151,41701,128210,127609,13904,2289503,1870208,997670,2221915,14251,21130,2026,27317,1371274,16848,279491,5581978,523843,2211657,1763484,378389,73125281,72528342,12458076,101340186,91447,157900,85555,221550,109349778,898032,12329277,978389,68174,207282,207641,29768,5880981,2540668,1006286,5180609,13030,22321,4135,36636,2197958,21331,450467,8
37718582,2421143,16486676,16694160,7064347,1058271273,884738498,60382949,1142839127,1547594,999380,931356,1120435,915021019,6093200,55499933,12287057,748902,5024169,4782254,928680,313979172,246233993,23534238,311030929,393211,352826,51827,429354,244999657,911232,12228163,661564,40685,122256,130643,14687,2471123,2114430,1085427,1705897,10487,28324,2724,33005,1503795,18295,324407,3915656,416721,2089425,1854608,845391,104813161,94943151,15049955,135377511,109406,256918,81294,216979,106217521,445751,7832185,529519,40102,144256,144493,18425,1980494,1636340,1054830,2646812,8947,13876,3193,20775,1878165,17761,534507,8
38207624,3197901,14311249,14593574,6777972,1146349939,938572002,69523220,1151823311,1537520,1008457,815234,1044314,894203256,5725625,67870156,12612849,701638,5037143,5041242,1149894,331347427,249610278,26588561,280107853,527947,467126,60856,473957,211206213,1125103,11184230,428438,28681,75592,70173,6680,1216401,1007684,712108,1110528,5323,14833,1627,21269,1286554,10410,187727,6129396,563183,1778609,1650293,998063,120675875,106364650,16293270,145341713,92529,195842,57147,206323,79863831,505653,9402968,782368,48821,150440,146952,23713,1850257,1799952,1293833,2061055,11125,27120,2763,34022,1824276,17780,363208,8
